Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries,Athletics Related Debt,"Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
San Jose State University,122755,2009,Football Bowl Subdivision,Western Athletic Conference,"$22,494,403 ",$0 ,"$2,670,734 ","$294,187 ","$325,866 ","$252,263 ","$3,027,768 ","$1,913,188 ","$5,454,663 ","$4,327,430 ","$4,228,304 ","$23,620,672 ","$753,345 ","$336,256 ","$2,345,185 ","$1,417,926 ","$1,788,673 ","$1,518,099 ","$8,893,398 ","$6,567,790 ","$15,461,188 ","$6,197,661 ","$2,116,185 ",$0 ,$0 
San Jose State University,122755,2010,Football Bowl Subdivision,Western Athletic Conference,"$25,829,677 ",$0 ,"$6,087,472 ","$279,186 ","$411,322 ","$315,544 ","$2,920,542 ","$1,825,864 ","$5,377,885 ","$4,265,642 ","$4,346,219 ","$25,267,187 ","$629,750 ","$317,660 ","$6,167,580 ","$1,080,703 ","$2,013,136 ","$1,162,991 ","$8,075,813 ","$5,819,553 ","$13,895,366 ","$6,534,887 ","$2,304,827 ",$0 ,$0 
San Jose State University,122755,2011,Football Bowl Subdivision,Western Athletic Conference,"$23,671,646 ",$0 ,"$1,893,099 ","$390,912 ","$882,999 ","$382,211 ","$3,219,746 ","$1,980,323 ","$5,635,552 ","$4,562,276 ","$4,724,528 ","$22,720,791 ","$417,755 ","$309,858 ","$1,654,299 ","$2,464,085 ","$3,160,837 ","$1,019,889 ","$8,264,401 ","$5,429,668 ","$13,694,069 ","$7,204,421 ","$2,151,339 ",$0 ,$0 
San Jose State University,122755,2012,Football Bowl Subdivision,Western Athletic Conference,"$27,741,131 ",$0 ,"$3,067,517 ","$460,095 ","$200,108 ","$492,561 ","$3,386,937 ","$3,723,758 ","$5,830,406 ","$4,818,283 ","$5,761,466 ","$28,229,290 ","$2,028,709 ","$275,173 ","$3,258,627 ","$1,110,582 ","$1,971,942 ","$809,594 ","$12,059,567 ","$6,715,097 ","$18,774,663 ","$6,811,001 ","$2,116,784 ",$0 ,$0 
San Jose State University,122755,2013,Football Bowl Subdivision,Western Athletic Conference,"$28,428,331 ",$0 ,"$2,366,356 ","$552,728 ","$524,192 ","$483,319 ","$4,136,211 ","$2,511,380 ","$6,441,835 ","$4,916,528 ","$6,495,781 ","$30,072,787 ","$1,375,293 ","$334,243 ","$4,032,812 ","$780,141 ","$2,107,539 ","$1,002,019 ","$12,167,116 ","$8,273,623 ","$20,440,739 ","$8,808,333 ","$2,502,798 ",$0 ,$0 
San Jose State University,122755,2014,Football Bowl Subdivision,Mountain West Conference,"$31,838,354 ",$0 ,"$4,908,188 ","$711,844 ","$535,093 ","$577,345 ","$4,203,292 ","$2,305,001 ","$7,150,145 ","$4,971,405 ","$6,476,042 ","$33,957,003 ","$2,005,736 ","$691,228 ","$4,014,752 ","$1,242,938 ","$3,384,447 ","$1,698,274 ","$11,936,782 ","$8,982,846 ","$20,919,628 ","$7,819,202 ","$2,480,330 ",$0 ,$0 
San Jose State University,122755,2015,Football Bowl Subdivision,Mountain West Conference,"$32,558,946 ",$0 ,"$4,354,246 ","$774,961 ","$371,916 ","$501,082 ","$4,453,882 ","$2,012,933 ","$7,959,615 ","$5,328,691 ","$6,801,619 ","$32,684,802 ","$983,061 ","$577,685 ","$2,500,682 ","$2,977,335 ","$3,365,822 ","$1,594,281 ","$11,404,416 ","$9,281,520 ","$20,685,936 ","$8,127,132 ","$2,691,568 ",$0 ,$0 
San Jose State University,122755,2016,Football Bowl Subdivision,Mountain West Conference,"$34,506,728 ",$0 ,"$3,217,879 ","$645,844 ","$776,187 ","$363,692 ","$5,335,935 ","$1,734,107 ","$7,767,653 ","$5,562,097 ","$9,103,333 ","$34,858,179 ","$1,056,224 ","$180,924 ","$2,459,324 ","$2,520,663 ","$5,072,589 ","$1,875,336 ","$12,296,893 ","$9,396,227 ","$21,693,120 ","$9,683,589 ","$2,693,379 ",$0 ,$0 
San Jose State University,122755,2017,Football Bowl Subdivision,Mountain West Conference,"$33,911,469 ",$0 ,"$2,623,664 ","$714,384 ","$809,252 ","$373,839 ","$4,448,241 ","$2,259,582 ","$8,192,789 ","$6,083,192 ","$8,406,525 ","$34,548,461 ","$1,081,570 ","$623,744 ","$2,678,906 ","$1,422,451 ","$4,579,281 ","$935,622 ","$13,942,024 ","$9,284,862 ","$23,226,885 ","$9,095,846 ","$2,889,114 ",$0 ,$0 
San Jose State University,122755,2018,Football Bowl Subdivision,Mountain West Conference,"$35,138,960 ",$0 ,"$2,174,805 ","$571,907 ","$879,468 ","$442,236 ","$4,392,865 ","$3,122,536 ","$8,536,619 ","$6,268,474 ","$8,750,050 ","$34,570,017 ","$313,495 ","$1,267,630 ","$2,618,612 ","$1,822,280 ","$6,494,800 ","$836,607 ","$11,757,034 ","$9,459,559 ","$21,216,593 ","$10,292,613 ","$3,027,475 ",$0 ,$0 
San Jose State University,122755,2019,Football Bowl Subdivision,Mountain West Conference,"$35,171,625 ",$0 ,"$2,583,470 ","$658,515 ","$772,266 ","$507,056 ","$4,387,988 ","$2,491,293 ","$8,878,998 ","$6,147,370 ","$8,744,669 ","$34,751,175 ","$209,305 ","$816,120 ","$1,941,704 ","$2,563,170 ","$5,760,027 ","$660,490 ","$13,220,274 ","$9,580,084 ","$22,800,358 ","$10,378,396 ","$3,236,825 ",,
San Jose State University,122755,2020,Football Bowl Subdivision,Mountain West Conference,"$35,231,856 ",$0 ,"$2,008,459 ","$164,103 ","$984,955 ","$456,067 ","$3,998,650 ","$2,307,713 ","$9,881,370 ","$7,348,726 ","$8,081,812 ","$36,343,329 ","$436,855 ","$23,557 ","$1,615,149 ","$3,798,442 ","$4,047,814 ","$1,021,485 ","$15,290,358 ","$10,109,669 ","$25,400,028 ","$10,770,551 ","$3,869,929 ",,
San Jose State University,122755,2021,Football Bowl Subdivision,Mountain West Conference,"$35,291,822 ",$0 ,"$1,891,408 ","$1,377,126 ","$55,000 ","$28,826 ","$3,355,881 ","$2,730,942 ","$10,868,125 ","$7,099,242 ","$7,885,272 ","$32,504,774 ","$113,026 ","$185,339 ","$1,082,993 ","$25,417 ","$1,408,890 ","$111,323 ","$20,261,960 ","$9,315,826 ","$29,577,786 ","$10,988,493 ","$4,677,007 ",$0 ,$0 
Temple University,216339,2005,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
