FBSConference,Year,Unnamed: 0,IPEDSID,TotalExpenses,ExcessTransfersBack,OtherExpenses,Medical,CompetitionGuarantees,Recruiting,GameExpensesandTravel,FacilitiesandEquipment,CoachesCompensation,SupportandAdminCompensationw/Severance,AthleticStudentAid,TotalRevenues,OtherRevenue,"CorporateSponsorship,Advertising,Licensing",DonorContributions,CompetitionGuarantees.1,"NCAA/ConferenceDistributions,MediaRights,andPost-SeasonFootball",TicketSales,Institutional/GovernmentSupport,StudentFees,TotalInstitutional/GovernmentSupportandStudentFees,TotalFootballSpending,TotalFootballCoachingSalaries,AthleticsRelatedDebt,"AnnualDebtService,LeasesandRentalFeesonAthleticFacilities",Rev/Exp,RevMinExp
Atlantic Coast Conference,2010,965.5,190166.25,75654622.5,0.0,8635995.25,1207494.625,1816573.25,1188136.0,8469158.625,15449999.375,13938478.75,13686670.75,11262115.875,79177429.625,3926485.125,5873207.375,20630003.75,906009.125,16794167.375,20759192.5,2162756.875,8125606.875,10288363.75,19868654.5,5750054.625,64883931.25,5331734.75,1.0465643341885686,3522807.125
Atlantic Coast Conference,2011,966.5,190166.25,78584972.5,0.0,7881470.125,1181986.25,1824472.5,1409210.75,8902569.875,16658899.625,14591253.875,14122022.875,12013085.75,79471580.125,5293867.125,5464348.0,20349392.25,1515933.25,17015717.25,19979534.875,2071526.0,7781261.5,9852787.25,20763846.5,5718393.625,74176890.0,5630835.25,1.0112821522588176,886607.625
Atlantic Coast Conference,2012,967.5,190166.25,83797398.375,0.0,9422635.0,1229739.875,2269293.625,1468467.0,9730399.25,16675997.125,15615738.0,15138149.875,12246978.625,87796163.875,4943990.25,6350632.375,21847093.25,787795.0,22584974.625,20575732.125,2089564.0,8616382.375,10705946.5,22946375.875,6643778.25,78791128.875,5207874.0,1.047719446874773,3998765.5
Atlantic Coast Conference,2013,968.5,190166.25,83678704.875,0.0,8513051.375,1341684.75,1836203.625,1422775.375,10032720.625,16504228.125,15823626.125,15629886.75,12574527.875,85878171.5,5961285.625,6020084.25,19755228.625,940018.25,23296860.75,19592020.5,1782858.25,8529814.625,10312672.875,23343986.0,6589509.0,83448242.625,6267264.375,1.0262846638016874,2199466.625
Atlantic Coast Conference,2014,1042.2222222222222,192958.11111111112,88498084.0,0.0,8743420.5,1257171.875,2636897.5,1494985.0,11299530.0,17221522.5,16798037.375,15919782.875,13126736.25,90496689.625,6255707.5,6438544.875,20119189.5,725824.25,25560709.625,20706239.125,2190061.0,8500414.0,10690475.0,25886868.75,7000739.875,76750780.5,6838654.375,1.0225836033354123,1998605.625
Atlantic Coast Conference,2015,1041.3333333333333,192291.77777777778,100324127.25,0.0,11197805.875,1442515.875,1992834.125,1785569.375,10972535.375,22471952.25,19309526.0,17612503.0,13538885.625,103369153.125,8660682.0,7289216.875,23503386.875,1018532.625,31613034.875,22267719.5,1886143.0,7130437.75,9016580.375,26334684.75,8305002.875,101750480.875,8726589.75,1.0303518800359164,3045025.875
Atlantic Coast Conference,2016,1042.3333333333333,192291.77777777778,107804367.625,0.0,11925894.0,1448920.875,1874436.875,1816844.75,13194806.875,23641379.5,20938951.25,17927028.5,15036105.625,108597750.75,7695749.75,7853888.25,27997485.0,875964.375,32295501.625,22709426.5,1986227.75,7183507.75,9169735.625,31484890.75,9032778.75,112193022.125,10105065.75,1.0073594710722649,793383.125
Atlantic Coast Conference,2017,1043.3333333333333,192291.77777777778,116822362.0,1821046.625,15393387.125,1544039.875,1929922.125,2085394.75,14218052.375,23641085.5,21513143.125,19074160.625,15602129.875,113297064.375,9218302.5,7774417.125,28203758.875,1707560.5,34467260.625,23065166.125,1789953.875,7070644.75,8860598.5,33414929.875,9169575.625,118136636.75,11562074.75,0.9698234347889662,-3525297.625
Atlantic Coast Conference,2018,1044.3333333333333,192291.77777777778,119800686.75,0.0,16014582.375,1615278.875,2345110.25,2092897.875,13682351.0,23489322.75,23605861.25,21137443.0,15817839.375,123035040.25,12313230.75,9214343.875,30923600.0,1938815.75,35244366.875,23749636.5,2358020.125,7293025.875,9651046.25,34515678.5,10692013.125,119029632.875,10348638.875,1.0269977876399778,3234353.5
Atlantic Coast Conference,2019,1045.3333333333333,192291.77777777778,124156176.625,0.0,16770101.625,1642535.625,2243168.75,2338932.25,13301732.25,24873009.125,24260273.625,22734174.75,15992249.0,121875477.375,11293412.25,11797217.75,29139092.75,742669.625,35866736.75,22422301.5,3452085.625,8185099.142857143,10614047.5,38262126.875,10909050.625,88595455.375,6867461.0,0.9816304004198793,-2280699.25
Atlantic Coast Conference,2020,1046.3333333333333,192291.77777777778,122159228.25,0.0,16417624.5,1700519.875,2079524.125,1832348.75,11546847.625,24405825.875,23969492.875,24134751.125,16072292.75,116893176.0,9970635.75,10850605.375,28243674.125,519533.25,34766059.625,22001635.5,3483956.5,8065230.142857143,10541032.625,38495341.75,10884093.875,110200615.125,7254155.0,0.956891899814372,-5266052.25
Atlantic Coast Conference,2021,1047.3333333333333,192291.77777777778,100193462.25,0.0,12771849.125,2609399.875,666755.375,314921.625,7430237.0,19838896.0,21855219.875,19331006.75,15375176.625,101989744.5,7884424.0,10943703.875,28720013.25,58929.375,36908824.625,2823652.0,7975373.125,6674824.25,14650197.375,28772794.0,9806736.625,121277610.25,7212036.625,1.0179281383202226,1796282.25
Big 12 Conference,2005,961.2727272727273,186572.45454545456,69115843.36363636,0.0,9758361.636363637,828340.6363636364,1797718.9090909092,1114506.8181818181,8327990.2727272725,16302702.636363637,10860107.363636363,12933087.0,7193027.909090909,72477483.36363636,7457040.454545454,4620343.454545454,17645801.09090909,369714.45454545453,14355496.909090908,24340392.818181816,2343352.272727273,1345341.6363636365,3688693.909090909,15440698.636363637,4680589.818181818,72157853.0,6264210.818181818,1.0486377628688337,3361640.0
Big 12 Conference,2006,962.2727272727273,186572.45454545456,76881947.9090909,0.0,11033504.181818182,959207.8181818182,1847162.8181818181,1195104.0,8766570.0,19817148.272727273,11925540.181818182,13757709.909090908,7580000.818181818,100743158.18181819,7411622.181818182,5003938.454545454,44763456.81818182,344895.7272727273,14136234.818181818,24666921.454545453,3115661.3636363638,1300427.0909090908,4416088.454545454,16759069.181818182,5023277.8,64675427.222222224,5687441.9,1.3103616768521784,23861210.27272728
Big 12 Conference,2007,963.2727272727273,186572.45454545456,78237029.45454545,0.0,11232951.727272727,1092041.0909090908,2361108.909090909,1310362.5454545454,9728766.363636363,18259124.363636363,12050685.181818182,14079348.818181818,8122640.818181818,80253504.0,8024693.545454546,5941294.090909091,20371250.636363637,575101.9090909091,14523640.454545455,26499292.272727273,2923990.3636363638,1394240.7272727273,4318231.0,17140489.8,5100796.444444444,96969522.42857143,7470490.625,1.0257739149800682,2016474.5454545468
Big 12 Conference,2008,964.2727272727273,186572.45454545456,83216527.81818181,0.0,12971358.636363637,917402.6363636364,2268071.1818181816,1362835.0909090908,10731186.545454545,17917067.545454547,12835223.090909092,16036430.272727273,8176952.818181818,91043765.72727273,6958751.363636363,6844051.181818182,28342884.818181816,600761.5454545454,15536532.090909092,28481514.636363637,2946265.4545454546,1333004.8181818181,4279270.2727272725,19439409.0,5287932.090909091,84602084.375,6537496.666666667,1.0940586937992955,7827237.909090921
Big 12 Conference,2009,965.2727272727273,186572.45454545456,87111421.54545455,0.0,14649068.545454545,1053701.9090909092,2682380.4545454546,1383477.0909090908,10905697.090909092,16649628.545454545,14513844.090909092,16568543.818181818,8705080.181818182,89786358.36363636,4544559.2727272725,7552609.545454546,24418539.636363637,505254.0,17576296.272727273,30908733.09090909,3137833.4545454546,1142533.0909090908,4280366.454545454,20748410.727272727,6150561.181818182,88576788.2,7637509.0,1.0307070734322255,2674936.8181818128
Big 12 Conference,2010,966.2727272727273,186572.45454545456,87831188.81818181,0.0,12665911.272727273,1057886.5454545454,2424817.8181818184,1271479.5454545454,10601419.181818182,19321279.272727273,15146064.363636363,16302202.545454545,9040127.909090908,95808696.18181819,8115401.545454546,7727731.545454546,26656686.363636363,787676.3636363636,17822208.0,31089718.90909091,2497625.8181818184,1111648.0,3609273.8181818184,20646886.818181816,6490805.0,96561701.2,10192515.6,1.0908277284069388,7977507.3636363745
Big 12 Conference,2011,967.2727272727273,186572.45454545456,87888571.54545455,0.0,12854391.636363637,1021711.9090909091,2591012.090909091,1295169.0,11172446.272727273,17104341.09090909,15534261.727272727,16882366.181818184,9432871.727272727,97054007.18181819,8924787.181818182,8158337.818181818,24890852.0,631013.6363636364,19246457.545454547,30750568.181818184,3306129.4545454546,1145861.0909090908,4451990.7272727275,20642197.636363637,6804577.181818182,87538485.27272727,7450267.2727272725,1.1042847263892943,9165435.63636364
Big 12 Conference,2012,894.7777777777778,193802.11111111112,95138960.8888889,0.0,15094301.444444444,1084382.2222222222,2041289.5555555555,1446298.5555555555,12336676.0,18290083.333333332,17136574.333333332,18413854.111111112,9295501.222222222,102812931.8888889,6815354.222222222,8955643.111111112,30538719.222222224,489204.0,22177708.333333332,30625836.0,2134685.0,1075781.7777777778,3210466.777777778,23464115.111111112,7554277.666666667,110243520.33333333,8732892.555555556,1.0806606560372496,7673971.0
Big 12 Conference,2013,964.25,196891.5,99869508.5,0.0,12811529.25,1106081.375,1957774.375,1657409.875,14243482.75,22169108.0,17486316.375,18825572.125,9612234.5,110460301.625,8168109.25,9966632.25,30971032.5,866597.75,27919795.375,29223957.5,1397727.875,1946449.125,3344177.125,22559495.5,7874184.5,113773527.125,9349910.125,1.1060463126741031,10590793.125
Big 12 Conference,2014,965.25,196891.5,106451686.0,0.0,17412698.625,1149140.0,1858211.25,1686501.375,13239272.0,23324986.875,18122298.25,19455648.875,10202929.125,114632717.0,10621787.875,10782793.125,31503515.25,823014.5,29934244.75,27831216.625,1130169.75,2005975.375,3136145.25,24559255.625,8200677.5,108423542.5,9737888.5,1.0768520566221937,8181031.0
Big 12 Conference,2015,966.25,196891.5,114752728.25,2151817.375,15766863.75,1193623.25,1862908.125,1774719.0,14956475.625,26091941.125,18858236.375,21421665.5,10674477.75,118139680.875,7606552.0,12699896.375,31078373.625,1995657.125,32506793.5,29204660.125,1095342.875,1952404.625,3047747.375,25232240.25,8097824.875,121482012.625,10254800.75,1.0295152252730864,3386952.625
Big 12 Conference,2016,967.25,196891.5,113803707.875,2179332.375,13760223.875,1113102.625,1908477.125,1745791.375,15686364.625,24882560.25,18965034.125,22387907.25,11174914.375,122372428.625,6834956.625,12510532.75,31232731.75,565769.625,39285981.25,28720961.75,1257781.75,1963713.0,3221494.75,26049341.0,8021148.125,131204004.375,10020319.875,1.0752938626517488,8568720.75
