,Data,IPEDSID,Year,NCAASubdivision,FBSConference,TotalExpenses,ExcessTransfersBack,OtherExpenses,Medical,CompetitionGuarantees,Recruiting,GameExpensesandTravel,FacilitiesandEquipment,CoachesCompensation,SupportandAdminCompensationw/Severance,AthleticStudentAid,TotalRevenues,OtherRevenue,"CorporateSponsorship,Advertising,Licensing",DonorContributions,CompetitionGuarantees,"NCAA/ConferenceDistributions,MediaRights,andPost-SeasonFootball",TicketSales,Institutional/GovernmentSupport,StudentFees,TotalInstitutional/GovernmentSupportandStudentFees,TotalFootballSpending,TotalFootballCoachingSalaries,AthleticsRelatedDebt,"AnnualDebtService,LeasesandRentalFeesonAthleticFacilities"
0,Appalachian State University,197869.0,2005,Football Championship Subdivision,nan,11116671.0,0.0,961765.0,259260.0,80129.0,367394.0,1026256.0,1087761.0,2585754.0,1635122.0,3113230.0,10592605.0,566988.0,485085.0,1173318.0,482300.0,506416.0,635870.0,691960.0,6050667.0,6742628.0,2667248.0,732603.0,21915790.0,949194.0
1,Appalachian State University,197869.0,2006,Football Championship Subdivision,nan,12154286.0,0.0,736273.0,274709.0,49062.0,319453.0,1078634.0,1793690.0,2866521.0,1806521.0,3229424.0,12245317.0,660404.0,722465.0,1375680.0,1297677.0,592673.0,874671.0,593029.0,6128717.0,6721746.0,2894267.0,784696.0,21035991.0,919531.0
2,Appalachian State University,197869.0,2007,Football Championship Subdivision,nan,13739365.0,0.0,1771963.0,316736.0,50968.0,308790.0,1300020.0,1642702.0,2993011.0,2156965.0,3198210.0,13703378.0,692190.0,836207.0,1266752.0,494978.0,812093.0,1301075.0,1048532.0,7251550.0,8300083.0,2875075.0,919339.0,19982073.0,1414967.0
3,Appalachian State University,197869.0,2008,Football Championship Subdivision,nan,17226076.0,0.0,2164990.0,542073.0,309840.0,491059.0,1570810.0,2393489.0,3732262.0,2525469.0,3496084.0,16623303.0,1057258.0,1086470.0,1429736.0,708566.0,942898.0,1582277.0,1965504.0,7850594.0,9816098.0,4652128.0,1200590.0,44697575.0,2571540.0
4,Appalachian State University,197869.0,2009,Football Championship Subdivision,nan,19937615.0,0.0,4210361.0,489104.0,196436.0,373695.0,1914308.0,2073836.0,4175197.0,2725512.0,3779165.0,19244448.0,926683.0,899108.0,957339.0,1148891.0,910128.0,3113757.0,1880591.0,9407950.0,11288541.0,4515303.0,1238992.0,44578510.0,4476821.0
5,Appalachian State University,197869.0,2010,Football Championship Subdivision,nan,20112923.0,0.0,3800318.0,364690.0,266000.0,381429.0,1493875.0,2056006.0,4012586.0,3132975.0,4605044.0,19715760.0,700321.0,895355.0,2066572.0,666899.0,1141410.0,3390408.0,801939.0,10052854.0,10854793.0,4812906.0,1213405.0,62868178.0,1468086.0
6,Appalachian State University,197869.0,2011,Football Championship Subdivision,nan,18616662.0,0.0,1817452.0,356438.0,247002.0,397088.0,2056236.0,2275650.0,4006561.0,3032150.0,4428085.0,21380623.0,1711147.0,558723.0,3475999.0,965954.0,1143910.0,2819585.0,559679.0,10145627.0,10705306.0,4813528.0,1185946.0,59521105.0,4238609.0
7,Appalachian State University,197869.0,2012,Football Championship Subdivision,nan,20345214.0,0.0,2032067.0,390710.0,249930.0,432574.0,2307267.0,2773592.0,3952246.0,3528621.0,4678207.0,22004629.0,1524510.0,876917.0,2615574.0,882152.0,1212113.0,2802829.0,699363.0,11391170.0,12090533.0,4874558.0,1237718.0,48931681.0,3848590.0
8,Appalachian State University,197869.0,2013,Football Championship Subdivision,nan,24886928.0,0.0,1997516.0,419641.0,268847.0,588148.0,2286307.0,5820690.0,4850590.0,3742252.0,4912936.0,23002644.0,787017.0,1125802.0,4225987.0,819268.0,1288323.0,2715588.0,570409.0,11470250.0,12040659.0,5849362.0,1744082.0,85585789.0,4165786.0
9,Appalachian State University,197869.0,2014,Football Championship Subdivision,nan,22114141.0,0.0,2218378.0,467663.0,486633.0,577169.0,2300943.0,2358092.0,4590523.0,3707533.0,5407208.0,22222274.0,740381.0,1151962.0,4029795.0,924006.0,1371149.0,2233852.0,1171061.0,10600068.0,11771129.0,5747839.0,1464547.0,81838963.0,4099286.0
10,Appalachian State University,197869.0,2015,Football Bowl Subdivision,Sun Belt Conference,35039272.0,0.0,4382364.0,142472.0,417669.0,427303.0,4053367.0,10801766.0,5038406.0,3941081.0,5834846.0,33948866.0,645340.0,1170190.0,4335575.0,1666500.0,2059630.0,1834163.0,9657270.0,12580198.0,22237468.0,6795344.0,1850770.0,52190125.0,4182946.0
11,Appalachian State University,197869.0,2016,Football Bowl Subdivision,Sun Belt Conference,35590035.0,0.0,2397778.0,146729.0,243056.0,560804.0,4455034.0,11725879.0,5383287.0,4550661.0,6126807.0,35803275.0,1060706.0,1153760.0,4359393.0,1342052.0,3190456.0,1776474.0,10237933.0,12682501.0,22920434.0,8430131.0,2165206.0,49867271.0,4126311.0
12,Appalachian State University,197869.0,2017,Football Bowl Subdivision,Sun Belt Conference,38763596.0,0.0,1876442.0,515436.0,24647.0,651740.0,4874603.0,12592169.0,6545471.0,4754857.0,6928230.0,38755918.0,991297.0,1252910.0,3226189.0,2093466.0,4942379.0,2750399.0,10445194.0,13054085.0,23499279.0,9402034.0,2678690.0,46763844.0,3391857.0
13,Appalachian State University,197869.0,2018,Football Bowl Subdivision,Sun Belt Conference,39769221.0,0.0,2069188.0,361310.0,512812.0,543076.0,4210489.0,13506897.0,6710031.0,4803622.0,7051796.0,39862980.0,913856.0,1380618.0,4966874.0,1776472.0,3080070.0,3397136.0,10839593.0,13508360.0,24347953.0,9989603.0,2938511.0,42892230.0,3525933.0
14,Appalachian State University,197869.0,2019,Football Bowl Subdivision,Sun Belt Conference,40035885.0,0.0,2028616.0,435466.0,602047.0,513123.0,4329378.0,13269305.0,6371855.0,5122829.0,7363266.0,40272310.0,778688.0,2873988.0,4304970.0,1666832.0,3878968.0,3422642.0,9886233.0,13459989.0,23346222.0,10337280.0,2598927.0,67866763.0,3524135.0
15,Appalachian State University,197869.0,2020,Football Bowl Subdivision,Sun Belt Conference,36643517.0,0.0,2070546.0,463795.0,275701.0,393870.0,4133686.0,10243869.0,6093975.0,5576827.0,7391250.0,36588196.0,1489554.0,1790277.0,4090272.0,1819467.0,2428120.0,4202314.0,6870983.0,13897208.0,20768191.0,10195722.0,2005574.0,72087797.0,3541763.0
16,Appalachian State University,197869.0,2021,Football Bowl Subdivision,Sun Belt Conference,33425114.0,0.0,1458729.0,281057.0,218874.0,132144.0,2484012.0,10607539.0,6186297.0,4828172.0,7228290.0,33202111.0,240836.0,1644137.0,8275129.0,183000.0,2951261.0,926625.0,5385166.0,13595957.0,18981123.0,9785359.0,2931081.0,76348301.0,6138151.0
17,Arizona State University,104151.0,2005,Football Bowl Subdivision,Pacific-12 Conference,55152335.0,0.0,8380685.0,1434222.0,2754018.0,1020607.0,5886721.0,7516898.0,9916330.0,8376766.0,9866088.0,57351695.0,3202417.0,4721745.0,11905954.0,2033223.0,11380401.0,9961576.0,14146378.0,0.0,14146378.0,14686476.0,3369357.0,48563004.0,2579353.0
18,Arizona State University,104151.0,2006,Football Bowl Subdivision,Pacific-12 Conference,65725849.0,0.0,11543131.0,1420374.0,3379474.0,1296864.0,6192767.0,10364413.0,10597650.0,10366331.0,10564845.0,67568626.0,4597719.0,5188570.0,15849091.0,1564958.0,11073164.0,13783620.0,15511504.0,0.0,15511504.0,19666556.0,3657929.0,47851839.0,4166874.0
19,Arizona State University,104151.0,2007,Football Bowl Subdivision,Pacific-12 Conference,71658942.0,0.0,11541720.0,1373394.0,2838240.0,981812.0,8172478.0,10079991.0,11865507.0,12969140.0,11836659.0,71532205.0,3699811.0,5337877.0,15451523.0,2368994.0,11134888.0,11515384.0,22023729.0,0.0,22023729.0,24441588.0,4351055.0,,
20,Arizona State University,104151.0,2008,Football Bowl Subdivision,Pacific-12 Conference,68334497.0,0.0,9877659.0,1616356.0,4094511.0,954168.0,8295472.0,8992294.0,12854802.0,9931322.0,11717913.0,69010581.0,3973234.0,5125539.0,15287424.0,1121143.0,12013626.0,16791262.0,14698353.0,0.0,14698353.0,23303139.0,4909323.0,55321577.0,2768821.0
21,Arizona State University,104151.0,2009,Football Bowl Subdivision,Pacific-12 Conference,66982019.0,0.0,10463036.0,1612823.0,3110136.0,854391.0,7460743.0,10078042.0,12798075.0,8862695.0,11742077.0,65541992.0,4038985.0,5843529.0,13879928.0,2125165.0,12075687.0,16947743.0,10630954.0,0.0,10630954.0,21823187.0,4580935.0,44790121.0,2623346.0
22,Arizona State University,104151.0,2010,Football Bowl Subdivision,Pacific-12 Conference,71957212.0,0.0,9114291.0,1443270.0,4434820.0,990117.0,6982070.0,12801659.0,13224327.0,10681490.0,12285167.0,70217007.0,3764684.0,12982947.0,12545013.0,1583876.0,11518824.0,14960654.0,12861009.0,0.0,12861009.0,22473228.0,4678553.0,44901225.0,6025684.0
23,Arizona State University,104151.0,2011,Football Bowl Subdivision,Pacific-12 Conference,68761734.0,0.0,8426371.0,1272376.0,2473011.0,871086.0,7229157.0,13643888.0,12889269.0,9474026.0,12482550.0,66609324.0,3724963.0,13030295.0,14434987.0,2080405.0,10734092.0,9762006.0,12842575.0,0.0,12842575.0,20007221.0,4345271.0,39745787.0,5832851.0
24,Arizona State University,104151.0,2012,Football Bowl Subdivision,Pacific-12 Conference,77407774.0,0.0,8821565.0,1323482.0,3000463.0,1059333.0,8551721.0,13350653.0,13829346.0,14290384.0,13180827.0,70642320.0,4883022.0,13179852.0,13295977.0,1159739.0,15224138.0,10691645.0,12207948.0,0.0,12207948.0,28964300.0,5348718.0,35092489.0,5716958.0
25,Arizona State University,104151.0,2013,Football Bowl Subdivision,Pacific-12 Conference,76304538.0,0.0,10367910.0,1710401.0,1766438.0,1363348.0,9030021.0,12000663.0,15829209.0,10120144.0,14116404.0,76390343.0,4251765.0,10502202.0,14815987.0,348953.0,23544779.0,11154845.0,11771813.0,0.0,11771813.0,27430011.0,6880828.0,37576388.0,4350277.0
26,Arizona State University,104151.0,2014,Football Bowl Subdivision,Pacific-12 Conference,85334045.0,0.0,12219550.0,1826613.0,1656254.0,1269365.0,9811791.0,12846448.0,19129971.0,12035449.0,14538605.0,85535684.0,4309056.0,11615539.0,15451933.0,1602451.0,26278418.0,14748421.0,11529866.0,0.0,11529866.0,31900038.0,8685600.0,34258104.0,4281977.0
27,Arizona State University,104151.0,2015,Football Bowl Subdivision,Pacific-12 Conference,95888509.0,0.0,12167538.0,2110818.0,1774560.0,1342478.0,10718188.0,17051635.0,20321942.0,17431689.0,12969660.0,96536188.0,4196749.0,11751635.0,16886763.0,0.0,28921984.0,12623839.0,10771520.0,11383699.0,22155218.0,31519393.0,9521423.0,94975604.0,5739122.0
28,Arizona State University,104151.0,2016,Football Bowl Subdivision,Pacific-12 Conference,100579680.0,0.0,11217712.0,1698513.0,1325742.0,1357024.0,10226922.0,22273447.0,19269399.0,17502325.0,15708596.0,106874990.0,4596277.0,15418032.0,18810077.0,2646724.0,32124935.0,13434355.0,7903416.0,11941174.0,19844590.0,30578084.0,8483010.0,169756507.0,10980731.0
29,Arizona State University,104151.0,2017,Football Bowl Subdivision,Pacific-12 Conference,109247564.0,0.0,9446766.0,1958271.0,1648555.0,1638770.0,9426334.0,28395173.0,21152171.0,19247315.0,16334208.0,112292516.0,4247483.0,18363419.0,21890874.0,628454.0,35214643.0,11091616.0,8911036.0,11944991.0,20856027.0,35070533.0,9210903.0,234107777.0,13408130.0
30,Arizona State University,104151.0,2018,Football Bowl Subdivision,Pacific-12 Conference,136811185.0,0.0,10304778.0,1759419.0,1903090.0,1665792.0,12108959.0,34938515.0,22486828.0,34692228.0,16951576.0,122625701.0,4233991.0,19500405.0,26971968.0,546565.0,35747650.0,13382942.0,10528771.0,11713407.0,22242178.0,56994850.0,9265876.0,226142106.0,13541657.0
31,Arizona State University,104151.0,2019,Football Bowl Subdivision,Pacific-12 Conference,125496199.0,0.0,10403899.0,1628383.0,1532392.0,1713992.0,12159765.0,37470641.0,21114042.0,21903967.0,17569117.0,128987984.0,4708578.0,20094602.0,32420747.0,478638.0,37126380.0,13643571.0,8901957.0,11613511.0,20515468.0,33893288.0,7496527.0,219579493.0,13087583.0
32,Arizona State University,104151.0,2020,Football Bowl Subdivision,Pacific-12 Conference,123452313.0,0.0,9370441.0,1942282.0,2907505.0,1405147.0,11697799.0,31916596.0,22592235.0,23997594.0,17622714.0,112016216.0,5103626.0,21203520.0,15801914.0,528201.0,37044315.0,14410553.0,6013857.0,11910229.0,17924086.0,42613898.0,8707822.0,215055882.0,12169043.0
33,Arizona State University,104151.0,2021,Football Bowl Subdivision,Pacific-12 Conference,103772499.0,0.0,4531886.0,2356712.0,207992.0,380468.0,6255752.0,28390717.0,22357899.0,21940189.0,17350884.0,117675310.0,935907.0,17802019.0,7940129.0,0.0,21484281.0,342176.0,57869086.0,11301712.0,69170798.0,26093543.0,8899443.0,245181000.0,11620000.0
34,Arkansas State University,106458.0,2005,Football Bowl Subdivision,Sun Belt Conference,13076374.0,0.0,375583.0,191269.0,674894.0,260269.0,1805939.0,1688026.0,2739234.0,1949033.0,3392127.0,10009584.0,624121.0,623667.0,781234.0,1895137.0,691455.0,1114313.0,1040636.0,3239022.0,4279658.0,4112039.0,1106430.0,0.0,0.0
35,Arkansas State University,106458.0,2006,Football Bowl Subdivision,Sun Belt Conference,14001971.0,0.0,880076.0,276152.0,1104590.0,281820.0,1870799.0,966662.0,3333541.0,1890734.0,3397598.0,10513506.0,983871.0,527272.0,675353.0,879506.0,941504.0,1967840.0,1380824.0,3157336.0,4538160.0,5003786.0,1495038.0,,
36,Arkansas State University,106458.0,2007,Football Bowl Subdivision,Sun Belt Conference,13582241.0,0.0,835393.0,241437.0,757986.0,288730.0,2055664.0,948256.0,3287241.0,1653388.0,3514147.0,10229886.0,1028432.0,529176.0,704570.0,1693693.0,688486.0,1232507.0,1381581.0,2971440.0,4353021.0,4829779.0,1379602.0,0.0,0.0
37,Arkansas State University,106458.0,2008,Football Bowl Subdivision,Sun Belt Conference,13073991.0,0.0,895360.0,194898.0,725557.0,291844.0,1774353.0,1047680.0,3087207.0,1440565.0,3616527.0,10562864.0,1085531.0,476585.0,501051.0,2376340.0,728278.0,1205204.0,1357017.0,2832858.0,4189875.0,4567595.0,,0.0,0.0
38,Arkansas State University,106458.0,2009,Football Bowl Subdivision,Sun Belt Conference,13958588.0,0.0,843850.0,206949.0,670677.0,311774.0,2138293.0,2170872.0,2594314.0,1221453.0,3800405.0,12598975.0,1008023.0,324468.0,776181.0,2375789.0,807101.0,1256772.0,2533621.0,3517021.0,6050642.0,4774701.0,1130325.0,0.0,0.0
39,Arkansas State University,106458.0,2010,Football Bowl Subdivision,Sun Belt Conference,16568402.0,0.0,797355.0,203663.0,545428.0,306347.0,2104203.0,1642055.0,4149133.0,1653350.0,5166868.0,11779104.0,1046115.0,413389.0,729146.0,2733864.0,832816.0,1105935.0,1397650.0,3520189.0,4917839.0,5198735.0,1380599.0,0.0,0.0
40,Arkansas State University,106458.0,2011,Football Bowl Subdivision,Sun Belt Conference,16111423.0,0.0,918149.0,141118.0,542084.0,376294.0,2264875.0,1140749.0,3333340.0,1903014.0,5491801.0,16111423.0,1242508.0,245603.0,77706.0,3363647.0,812643.0,1008845.0,5867137.0,3493335.0,9360471.0,5765036.0,1585477.0,0.0,0.0
41,Arkansas State University,106458.0,2012,Football Bowl Subdivision,Sun Belt Conference,18065902.0,0.0,809263.0,173900.0,637789.0,356281.0,2515007.0,2006718.0,3787036.0,2157203.0,5622706.0,18065902.0,1455024.0,569793.0,99418.0,2649817.0,1203594.0,1530693.0,6400941.0,4156622.0,10557564.0,6254612.0,1677025.0,0.0,0.0
42,Arkansas State University,106458.0,2013,Football Bowl Subdivision,Sun Belt Conference,18937706.0,0.0,892812.0,104773.0,824096.0,461212.0,2963341.0,2299172.0,4335482.0,1987812.0,5069005.0,18937706.0,1916868.0,292362.0,469211.0,2617145.0,1170662.0,1626601.0,5531769.0,5313088.0,10844857.0,7350346.0,1870391.0,0.0,0.0
43,Arkansas State University,106458.0,2014,Football Bowl Subdivision,Sun Belt Conference,23065894.0,0.0,2924115.0,194923.0,674039.0,494548.0,3139929.0,2263480.0,4306674.0,2905567.0,6162620.0,23065894.0,2591276.0,737635.0,1786123.0,2198791.0,1905072.0,1665692.0,6882824.0,5298480.0,12181304.0,8687570.0,2102028.0,0.0,0.0
44,Arkansas State University,106458.0,2015,Football Bowl Subdivision,Sun Belt Conference,33396412.0,0.0,12377479.0,198189.0,706598.0,490884.0,3187377.0,2461472.0,4644116.0,3116893.0,6213405.0,33396412.0,3272096.0,1605413.0,7181882.0,1752604.0,2033577.0,1502163.0,10826501.0,5222177.0,16048677.0,17231374.0,2397339.0,0.0,0.0
45,Arkansas State University,106458.0,2016,Football Bowl Subdivision,Sun Belt Conference,48662550.0,0.0,24002014.0,331844.0,569585.0,527602.0,3859413.0,3614068.0,4822878.0,3308224.0,7626923.0,48662550.0,22773968.0,1828264.0,2506888.0,2001731.0,2881457.0,1881889.0,9112242.0,5676111.0,14788354.0,14700092.0,2591295.0,0.0,0.0
46,Arkansas State University,106458.0,2017,Football Bowl Subdivision,Sun Belt Conference,43620393.0,0.0,16098974.0,260117.0,656713.0,604543.0,3636530.0,6427734.0,4996525.0,3357082.0,7582174.0,43620393.0,8149031.0,3038435.0,10605855.0,2182732.0,4022327.0,1666357.0,8571444.0,5384212.0,13955656.0,20999600.0,2694241.0,0.0,0.0
47,Arkansas State University,106458.0,2018,Football Bowl Subdivision,Sun Belt Conference,43270917.0,0.0,17250212.0,280557.0,348011.0,513201.0,3647903.0,5012568.0,5156936.0,3221107.0,7840424.0,43270917.0,9764548.0,3773907.0,10296007.0,2143637.0,2391581.0,1483114.0,8411921.0,5006202.0,13418123.0,22536378.0,2758940.0,0.0,0.0
48,Arkansas State University,106458.0,2019,Football Bowl Subdivision,Sun Belt Conference,37679892.0,0.0,9828240.0,304049.0,639774.0,553356.0,4490482.0,5622199.0,5104564.0,3484050.0,7653178.0,37679892.0,4092793.0,2913115.0,9448849.0,2396401.0,2839891.0,1259397.0,9960758.0,4768689.0,14729447.0,14626882.0,2692158.0,,
49,Arkansas State University,106458.0,2020,Football Bowl Subdivision,Sun Belt Conference,37987224.0,0.0,9181240.0,279134.0,397695.0,418749.0,3759609.0,7251305.0,4893278.0,3578662.0,8227552.0,37987224.0,3227822.0,3778680.0,9254001.0,2512751.0,1716720.0,1143210.0,11848783.0,4505258.0,16354041.0,13015481.0,2535002.0,,
50,Arkansas State University,106458.0,2021,Football Bowl Subdivision,Sun Belt Conference,29226736.0,0.0,6670536.0,226373.0,128100.0,97401.0,2877006.0,4634288.0,4672682.0,3205029.0,6715321.0,29226736.0,2474772.0,3209849.0,6953745.0,650500.0,2485318.0,589740.0,7200247.0,5662565.0,12862812.0,10582857.0,2353047.0,0.0,0.0
51,Auburn University,100858.0,2005,Football Bowl Subdivision,Southeastern Conference,85074216.0,0.0,10411805.0,702578.0,4068564.0,2021275.0,7629462.0,25359690.0,13456768.0,12925619.0,8498455.0,79636600.0,3217384.0,1233435.0,31726738.0,1144699.0,18968955.0,21982366.0,0.0,1363023.0,1363023.0,27988288.0,6859004.0,90315215.0,8992785.0
52,Auburn University,100858.0,2006,Football Bowl Subdivision,Southeastern Conference,85016479.0,0.0,13114873.0,1001649.0,3188299.0,2337783.0,7454174.0,23964132.0,13805562.0,11258504.0,8891502.0,89520475.0,5452581.0,1492606.0,35359635.0,1109571.0,17849342.0,27017096.0,0.0,1239642.0,1239642.0,24460646.0,6923360.0,82698233.0,9513667.0
53,Auburn University,100858.0,2007,Football Bowl Subdivision,Southeastern Conference,90057158.0,0.0,14337214.0,948917.0,4803324.0,1797693.0,8112360.0,23852504.0,14252364.0,13334679.0,8618102.0,106901171.0,8160409.0,1277578.0,41447460.0,0.0,21064338.0,28484716.0,0.0,6466669.0,6466669.0,29996972.0,7119258.0,76904877.0,9301298.0
54,Auburn University,100858.0,2008,Football Bowl Subdivision,Southeastern Conference,87898979.0,0.0,12816652.0,817412.0,3357472.0,1828077.0,8040752.0,23778321.0,14260174.0,14012004.0,8988115.0,112403827.0,5216785.0,7651096.0,43920654.0,133771.0,21265495.0,27677663.0,0.0,6538363.0,6538363.0,29170541.0,7089984.0,67998567.0,9133029.0
55,Auburn University,100858.0,2009,Football Bowl Subdivision,Southeastern Conference,107965566.0,0.0,16628253.0,813677.0,2841083.0,2002992.0,8353827.0,29945295.0,15069213.0,22769014.0,9542211.0,109886746.0,6129333.0,4290042.0,40519497.0,479957.0,22163987.0,29699479.0,0.0,6604451.0,6604451.0,36378073.0,6848114.0,146209046.0,12068816.0
56,Auburn University,100858.0,2010,Football Bowl Subdivision,Southeastern Conference,112969337.0,0.0,20093978.0,844317.0,3493998.0,2077216.0,9024177.0,30594467.0,17308245.0,18600296.0,10932644.0,115085168.0,6728115.0,3962602.0,36945833.0,0.0,30176440.0,30733764.0,0.0,6538413.0,6538413.0,34684922.0,8110056.0,136664731.0,14209078.0
57,Auburn University,100858.0,2011,Football Bowl Subdivision,Southeastern Conference,121063330.0,0.0,16361990.0,1026925.0,5203201.0,2569360.0,10672134.0,32145554.0,23846940.0,17511760.0,11725466.0,125261076.0,6479759.0,6209886.0,39571689.0,42042.0,32862845.0,34906436.0,0.0,5188419.0,5188419.0,47064769.0,13687704.0,127780591.0,12149967.0
58,Auburn University,100858.0,2012,Football Bowl Subdivision,Southeastern Conference,113673311.0,0.0,15686525.0,708291.0,3652048.0,3003539.0,8878014.0,29974867.0,20855236.0,19125188.0,11789603.0,125045171.0,4637059.0,8127468.0,39499143.0,1219250.0,32074809.0,34510941.0,0.0,4976501.0,4976501.0,39341961.0,10929644.0,93472551.0,10538842.0
59,Auburn University,100858.0,2013,Football Bowl Subdivision,Southeastern Conference,119954129.0,0.0,18160961.0,1159761.0,3710705.0,3252453.0,8955220.0,29154213.0,19657110.0,23799811.0,12103896.0,120598757.0,5069996.0,6068991.0,37026237.0,2733716.0,31535858.0,33144176.0,0.0,5019782.0,5019782.0,42230582.0,10044604.0,126528151.0,11600444.0
60,Auburn University,100858.0,2014,Football Bowl Subdivision,Southeastern Conference,144759204.0,0.0,21079692.0,1184109.0,5848028.0,3101346.0,12823558.0,35326183.0,23317119.0,28338610.0,13740559.0,130160195.0,5731002.0,6038439.0,45107928.0,43495.0,34072875.0,34147581.0,0.0,5018875.0,5018875.0,56817469.0,11984673.0,125230022.0,12453887.0
61,Auburn University,100858.0,2015,Football Bowl Subdivision,Southeastern Conference,132043296.0,0.0,16145241.0,1006665.0,4305867.0,2755420.0,9573798.0,27411600.0,24146487.0,29611874.0,17086344.0,142514563.0,9537415.0,6931334.0,42305886.0,523609.0,43802489.0,34504831.0,0.0,4908999.0,4908999.0,45246858.0,12822101.0,114536946.0,12440207.0
62,Auburn University,100858.0,2016,Football Bowl Subdivision,Southeastern Conference,140972900.0,0.0,19076557.0,1123477.0,4117684.0,2549264.0,10833794.0,30432412.0,25462909.0,29810137.0,17566665.0,158140814.0,11175387.0,6995740.0,40328966.0,3657986.0,53527793.0,36314977.0,494868.0,5645097.0,6139965.0,47301301.0,13371732.0,108220168.0,12606630.0
63,Auburn University,100858.0,2017,Football Bowl Subdivision,Southeastern Conference,146900191.0,0.0,17721062.0,1084087.0,4105851.0,2446817.0,12117392.0,34856945.0,26111148.0,30887887.0,17569002.0,163067611.0,11491381.0,9755047.0,39145729.0,64117.0,62124273.0,36470351.0,0.0,4016714.0,4016714.0,47389729.0,13505212.0,106302350.0,12230930.0
64,Auburn University,100858.0,2018,Football Bowl Subdivision,Southeastern Conference,150856571.0,0.0,17756842.0,1009278.0,4195482.0,2248566.0,13186347.0,32940324.0,29150520.0,32026296.0,18342915.0,159297718.0,10960317.0,10392190.0,38506647.0,47481.0,57870178.0,35841245.0,0.0,5679660.0,5679660.0,47891344.0,16130164.0,99013444.0,11940806.0
65,Auburn University,100858.0,2019,Football Bowl Subdivision,Southeastern Conference,147601722.0,0.0,21060319.0,952701.0,4372544.0,2319225.0,12017148.0,32159050.0,29802622.0,27644134.0,17273979.0,161586723.0,11458028.0,10246724.0,37393490.0,4576626.0,58497801.0,33837680.0,0.0,5576374.0,5576374.0,50712010.0,16036188.0,92555534.0,11733168.0
66,Auburn University,100858.0,2020,Football Bowl Subdivision,Southeastern Conference,142197026.0,0.0,14186319.0,862304.0,5336014.0,1782057.0,10582925.0,32769018.0,30549697.0,27784897.0,18343796.0,160924683.0,10405147.0,10112408.0,35093992.0,3796136.0,59128403.0,35409753.0,787312.0,6191531.0,6978843.0,48112394.0,15362907.0,86108170.0,12831657.0
67,Auburn University,100858.0,2021,Football Bowl Subdivision,Southeastern Conference,133289885.0,0.0,6949671.0,802600.0,360000.0,284012.0,8471403.0,29225731.0,29537173.0,41221425.0,16437870.0,123546999.0,10544676.0,4666566.0,16225555.0,0.0,79878922.0,3718186.0,3106867.0,5406227.0,8513094.0,51651240.0,15510210.0,78066088.0,8734109.0
68,Ball State University,150136.0,2005,Football Bowl Subdivision,Mid-American Conference,20539621.0,0.0,2902966.0,354978.0,235335.0,298131.0,1564217.0,1526425.0,4317024.0,3376960.0,5963585.0,21016521.0,1273799.0,232027.0,2022018.0,881904.0,1209757.0,809236.0,5019480.0,9568299.0,14587780.0,5577543.0,,,
69,Ball State University,150136.0,2006,Football Bowl Subdivision,Mid-American Conference,21761273.0,0.0,3665447.0,153279.0,90874.0,300907.0,1869437.0,1649598.0,4586786.0,3449100.0,5995845.0,21765414.0,1273052.0,304643.0,2046103.0,1483273.0,1042572.0,1355848.0,4725686.0,9534237.0,14259923.0,5814743.0,1351273.0,0.0,0.0
70,Ball State University,150136.0,2007,Football Bowl Subdivision,Mid-American Conference,22406251.0,0.0,3074913.0,265897.0,584466.0,379598.0,2094831.0,1720945.0,4492978.0,3536188.0,6256435.0,22609909.0,913144.0,245472.0,2516186.0,1085208.0,1278120.0,1493727.0,5173563.0,9904489.0,15078051.0,6164087.0,1363692.0,,0.0
71,Ball State University,150136.0,2008,Football Bowl Subdivision,Mid-American Conference,24468546.0,0.0,1426941.0,326818.0,244789.0,221365.0,3587556.0,2628248.0,5767189.0,3782614.0,6483027.0,27845688.0,961046.0,404428.0,9913373.0,1885315.0,1090983.0,951285.0,2009503.0,10629754.0,12639257.0,6205497.0,1370472.0,,0.0
72,Ball State University,150136.0,2009,Football Bowl Subdivision,Mid-American Conference,24776878.0,0.0,2205938.0,701823.0,613840.0,298536.0,1724883.0,3151391.0,5521368.0,3969410.0,6589689.0,25890019.0,1103352.0,794334.0,1623812.0,326371.0,1631513.0,1288121.0,7814722.0,11307794.0,19122516.0,6769659.0,1997932.0,0.0,0.0
73,Ball State University,150136.0,2010,Football Bowl Subdivision,Mid-American Conference,21557688.0,0.0,1940469.0,317743.0,886998.0,266139.0,1978263.0,2554851.0,5082855.0,1684670.0,6845698.0,25018123.0,640256.0,731456.0,1681392.0,1320725.0,1399811.0,861438.0,6923931.0,11459114.0,18383045.0,6405226.0,1691665.0,0.0,0.0
74,Ball State University,150136.0,2011,Football Bowl Subdivision,Mid-American Conference,23497788.0,0.0,1573329.0,213404.0,786637.0,264882.0,1907351.0,2498928.0,4910033.0,4071354.0,7271870.0,24675149.0,589036.0,866240.0,1740005.0,1560607.0,1258432.0,757378.0,6871699.0,11031752.0,17903451.0,6612697.0,1626333.0,0.0,0.0
75,Ball State University,150136.0,2012,Football Bowl Subdivision,Mid-American Conference,23810478.0,0.0,1815401.0,366426.0,455268.0,296849.0,2005487.0,1854731.0,5152833.0,4348280.0,7515204.0,24937758.0,755583.0,698158.0,1821216.0,1311780.0,1424017.0,1844613.0,5323092.0,11759300.0,17082392.0,6696203.0,1693308.0,0.0,0.0
