,Data,IPEDSID,Year,NCAASubdivision,FBSConference,TotalExpenses,ExcessTransfersBack,OtherExpenses,Medical,CompetitionGuarantees,Recruiting,GameExpensesandTravel,FacilitiesandEquipment,CoachesCompensation,SupportandAdminCompensationw/Severance,AthleticStudentAid,TotalRevenues,OtherRevenue,"CorporateSponsorship,Advertising,Licensing",DonorContributions,CompetitionGuarantees,"NCAA/ConferenceDistributions,MediaRights,andPost-SeasonFootball",TicketSales,Institutional/GovernmentSupport,StudentFees,TotalInstitutional/GovernmentSupportandStudentFees,TotalFootballSpending,TotalFootballCoachingSalaries,AthleticsRelatedDebt,"AnnualDebtService,LeasesandRentalFeesonAthleticFacilities"
1133,University of Colorado Boulder,126614.0,2016,Football Bowl Subdivision,Pacific-12 Conference,84374526.0,0.0,9606452.0,1025890.0,1253048.0,1057743.0,7850756.0,22966346.0,15283895.0,13415414.0,11914982.0,87246222.0,7153900.0,7729454.0,12440092.0,722565.0,30714065.0,13962534.0,12724320.0,1799292.0,14523613.0,20742464.0,7692377.0,201175714.0,5156901.0
1134,University of Colorado Boulder,126614.0,2017,Football Bowl Subdivision,Pacific-12 Conference,100199626.0,0.0,12621851.0,1226836.0,1016082.0,1090774.0,10842291.0,29719120.0,15789963.0,15854378.0,12038333.0,104163237.0,11599858.0,7093186.0,17657608.0,1602918.0,37033288.0,15272374.0,12074776.0,1829230.0,13904006.0,24459767.0,8339769.0,198361590.0,8629470.0
1135,University of Colorado Boulder,126614.0,2018,Football Bowl Subdivision,Pacific-12 Conference,96932116.0,0.0,10228524.0,1242244.0,267078.0,1234549.0,8371580.0,29079293.0,18258005.0,15856093.0,12394751.0,96667664.0,6402118.0,7857317.0,19826307.0,134888.0,33519744.0,15612303.0,11461211.0,1853775.0,13314986.0,23828999.0,10515834.0,192236333.0,8582456.0
1136,University of Colorado Boulder,126614.0,2019,Football Bowl Subdivision,Pacific-12 Conference,104307741.0,0.0,11357227.0,1358920.0,989839.0,1422060.0,7702087.0,26341143.0,17571869.0,25052699.0,12511897.0,100621335.0,9989106.0,9266500.0,18932047.0,339166.0,34204913.0,14870887.0,11376827.0,1641889.0,13018716.0,31418339.0,8838388.0,179092687.0,13114320.0
1137,University of Colorado Boulder,126614.0,2020,Football Bowl Subdivision,Pacific-12 Conference,95465801.0,0.0,9788870.0,1369819.0,1208760.0,911574.0,6886132.0,28771807.0,16641269.0,17415709.0,12471860.0,100083607.0,13449109.0,7439426.0,14666339.0,56537.0,34214678.0,18524476.0,10060548.0,1672493.0,11733041.0,23770042.0,9246851.0,170761231.0,13233904.0
1138,University of Colorado Boulder,126614.0,2021,Football Bowl Subdivision,Pacific-12 Conference,64551755.0,0.0,6192814.0,1952154.0,72037.0,328983.0,3973769.0,11641484.0,13664776.0,14518174.0,12207564.0,47074223.0,2647218.0,7578753.0,3930144.0,40000.0,21204438.0,41752.0,10562546.0,1069372.0,11631918.0,17520552.0,7422670.0,170404274.0,131967.0
1139,University of Connecticut,129020.0,2005,Football Bowl Subdivision,Big East Conference,65711297.0,0.0,9246044.0,639822.0,2119428.0,1045813.0,12521504.0,5829138.0,12421341.0,11208810.0,10679397.0,65484286.0,2253312.0,9968871.0,8619431.0,1009417.0,9349517.0,21065122.0,4811794.0,8406822.0,13218617.0,14447810.0,3178286.0,29223287.0,9487772.0
1140,University of Connecticut,129020.0,2006,Football Bowl Subdivision,Big East Conference,67089508.0,0.0,8862071.0,667786.0,1756136.0,1176931.0,13911636.0,5820476.0,12780180.0,11761153.0,10353141.0,67109493.0,1842100.0,9719237.0,13552469.0,1634490.0,9127529.0,17924029.0,4776862.0,8532779.0,13309641.0,13685552.0,3197512.0,42715151.0,461747.0
1141,University of Connecticut,129020.0,2007,Football Bowl Subdivision,Big East Conference,68997514.0,0.0,8631997.0,1214199.0,2413800.0,1269459.0,15004183.0,5165044.0,12254072.0,11950935.0,11093823.0,69058942.0,1698727.0,9888668.0,15896244.0,1101040.0,9292793.0,17560533.0,4744092.0,8876846.0,13620938.0,15325580.0,3293619.0,39154701.0,3947351.0
1142,University of Connecticut,129020.0,2008,Football Bowl Subdivision,Big East Conference,69252450.0,0.0,9163978.0,748062.0,2211595.0,1261981.0,15129874.0,3532307.0,13195644.0,12920651.0,11088358.0,69494884.0,1501397.0,10374671.0,14784339.0,1184929.0,12976509.0,14595828.0,4642414.0,9434797.0,14077210.0,17356196.0,3853734.0,35543867.0,3831831.0
1143,University of Connecticut,129020.0,2009,Football Bowl Subdivision,Big East Conference,73705560.0,0.0,10029136.0,706808.0,1930679.0,1246953.0,15619776.0,5100403.0,14776894.0,12579283.0,11715629.0,73820516.0,1839033.0,12277304.0,11746005.0,1403244.0,14856343.0,14292201.0,7095895.0,10310491.0,17406385.0,17528032.0,4470171.0,34607371.0,3850446.0
1144,University of Connecticut,129020.0,2010,Football Bowl Subdivision,Big East Conference,72545669.0,0.0,10234912.0,680749.0,2006647.0,1079752.0,14905227.0,3252310.0,15507923.0,12485842.0,12392306.0,72703026.0,1938523.0,14440509.0,7394188.0,2049825.0,14512189.0,14252182.0,7395751.0,10719860.0,18115611.0,17912338.0,4515227.0,34383671.0,3763280.0
1145,University of Connecticut,129020.0,2011,Football Bowl Subdivision,Big East Conference,75884871.0,0.0,13457829.0,626185.0,2244937.0,988143.0,14154181.0,2645026.0,16666120.0,12611561.0,12490889.0,75999741.0,2225062.0,12221625.0,11548612.0,1631129.0,17464870.0,12803086.0,7571240.0,10534118.0,18105358.0,21619514.0,5073133.0,31689664.0,3778819.0
1146,University of Connecticut,129020.0,2012,Football Bowl Subdivision,Big East Conference,75331443.0,0.0,9446642.0,617283.0,2473749.0,999535.0,13802810.0,3041444.0,18602351.0,13566022.0,12781608.0,75022568.0,1381221.0,12310301.0,12938525.0,1232734.0,13644005.0,13121783.0,9557421.0,10836578.0,20393999.0,17048810.0,5348769.0,28883203.0,3530866.0
1147,University of Connecticut,129020.0,2013,Football Bowl Subdivision,Big East Conference,73769541.0,0.0,8239733.0,638984.0,1970746.0,907868.0,12967384.0,2996988.0,17644028.0,15732906.0,12670904.0,73670917.0,1704242.0,12214443.0,8378043.0,1235293.0,17860371.0,10340075.0,10595264.0,11343185.0,21938450.0,15948710.0,5426395.0,26328740.0,3411378.0
1148,University of Connecticut,129020.0,2014,Football Bowl Subdivision,American Athletic Conference,81720691.0,0.0,9597761.0,818966.0,1603037.0,1190562.0,14383299.0,3278701.0,18539279.0,18081422.0,14227665.0,81861682.0,1882411.0,14420958.0,7186962.0,440674.0,14547370.0,12246512.0,19771443.0,11365351.0,31136794.0,17604473.0,4943570.0,24473371.0,3194358.0
1149,University of Connecticut,129020.0,2015,Football Bowl Subdivision,American Athletic Conference,82385461.0,0.0,6732005.0,807641.0,1694962.0,1254296.0,14693983.0,4907222.0,19333407.0,18126145.0,14835801.0,82492202.0,1819542.0,15021488.0,7708758.0,492284.0,14011180.0,11347107.0,20427582.0,11664262.0,32091843.0,16719029.0,4834764.0,19761416.0,3142845.0
1150,University of Connecticut,129020.0,2016,Football Bowl Subdivision,American Athletic Conference,89430644.0,0.0,8475126.0,863700.0,1315767.0,1149604.0,16702839.0,5797920.0,20082313.0,16890039.0,18153335.0,89450482.0,1305245.0,14857036.0,6961984.0,1304230.0,13502124.0,11698826.0,30472162.0,9348876.0,39821037.0,18946138.0,4918718.0,21276340.0,3106345.0
1151,University of Connecticut,129020.0,2017,Football Bowl Subdivision,American Athletic Conference,91887883.0,0.0,8517742.0,965579.0,1539426.0,1549708.0,14577131.0,5608317.0,18872038.0,22121310.0,18136633.0,92166904.0,824095.0,15368288.0,6264116.0,541307.0,11606417.0,10881727.0,37527066.0,9153888.0,46680954.0,22640370.0,3159564.0,795932.0,536050.0
1152,University of Connecticut,129020.0,2018,Football Bowl Subdivision,American Athletic Conference,87305480.0,0.0,9919623.0,960213.0,1364165.0,1518106.0,13316630.0,6543755.0,18400409.0,17016868.0,18265709.0,85581912.0,1842594.0,15169621.0,2925504.0,1837711.0,11849769.0,9827459.0,32925557.0,9203696.0,42129253.0,17013712.0,4925092.0,26599875.0,552027.0
1153,University of Connecticut,129020.0,2019,Football Bowl Subdivision,American Athletic Conference,85654532.0,0.0,8391996.0,926858.0,1253163.0,1929497.0,11319885.0,9003196.0,19063273.0,14989746.0,18776918.0,85745928.0,1828483.0,11877880.0,7173800.0,1458902.0,8794522.0,8129076.0,37172194.0,9311071.0,46483265.0,17608773.0,4317108.0,25347387.0,1648673.0
1154,University of Connecticut,129020.0,2020,Football Bowl Subdivision,American Athletic Conference,82460900.0,0.0,7531631.0,888150.0,1293043.0,1485905.0,9658143.0,8859455.0,21477675.0,13070390.0,18196509.0,79524599.0,1656639.0,12838665.0,1004924.0,858523.0,6684284.0,9322175.0,40317434.0,6841954.0,47159388.0,18001669.0,5531264.0,32161659.0,1630232.0
1155,University of Connecticut,129020.0,2021,Football Bowl Subdivision,Independent,60827848.0,0.0,3979008.0,1028912.0,83000.0,289189.0,4064671.0,6238397.0,19338055.0,12854328.0,12952288.0,58354901.0,144340.0,6173361.0,2014571.0,36500.0,3489559.0,106052.0,41815744.0,4574774.0,46390518.0,10064486.0,3644222.0,30308517.0,1559031.0
1156,University of Florida,134130.0,2005,Football Bowl Subdivision,Southeastern Conference,102493960.0,0.0,23130166.0,1756919.0,2937210.0,1519263.0,10563064.0,17485291.0,14268051.0,23065250.0,7768746.0,107868816.0,16239600.0,9312234.0,37318980.0,1418581.0,19899761.0,18471865.0,1854086.0,3353710.0,5207795.0,22539697.0,5083858.0,106019975.0,5019208.0
1157,University of Florida,134130.0,2006,Football Bowl Subdivision,Southeastern Conference,105738819.0,0.0,24672215.0,1855788.0,3939790.0,1895288.0,11910592.0,18575874.0,15129794.0,19790349.0,7969130.0,111400443.0,14876860.0,10206531.0,40124838.0,957897.0,19987478.0,19930233.0,1954487.0,3362119.0,5316605.0,21539708.0,5029396.0,114138734.0,4521958.0
1158,University of Florida,134130.0,2007,Football Bowl Subdivision,Southeastern Conference,121056445.0,0.0,28208400.0,2263829.0,2724725.0,1896767.0,15431588.0,19034659.0,19703220.0,23787642.0,8005616.0,141534897.0,24814903.0,14684107.0,48167020.0,872282.0,23202777.0,24231670.0,2203330.0,3358809.0,5562139.0,27302392.0,7335220.0,109973279.0,4638896.0
1159,University of Florida,134130.0,2008,Football Bowl Subdivision,Southeastern Conference,124314486.0,0.0,33883125.0,2431934.0,3528021.0,1847614.0,13798105.0,19272618.0,17810140.0,23584328.0,8158601.0,134171881.0,13729748.0,12817149.0,53653225.0,356644.0,21453811.0,26584411.0,2331952.0,3244939.0,5576892.0,23960342.0,6333048.0,117567899.0,8293864.0
1160,University of Florida,134130.0,2009,Football Bowl Subdivision,Southeastern Conference,128935197.0,0.0,28505353.0,2457543.0,2910457.0,1661174.0,14611785.0,21854679.0,22489817.0,25175805.0,9268584.0,122280792.0,-400144.0,13675411.0,51441170.0,1094764.0,24542439.0,26425628.0,2313070.0,3188456.0,5501526.0,29126367.0,9882323.0,113427804.0,10456682.0
1161,University of Florida,134130.0,2010,Football Bowl Subdivision,Southeastern Conference,131504278.0,0.0,26330436.0,2702766.0,3115915.0,1748646.0,15173796.0,22898662.0,24274344.0,25112921.0,10146793.0,145521581.0,19744878.0,9836047.0,48899699.0,257375.0,35385165.0,25917144.0,2365426.0,3115848.0,5481274.0,30641090.0,10570141.0,104278257.0,7203938.0
1162,University of Florida,134130.0,2011,Football Bowl Subdivision,Southeastern Conference,129086268.0,0.0,18547778.0,2676642.0,3129601.0,1809243.0,14314004.0,23740971.0,26417994.0,27308168.0,11141867.0,148789820.0,21287383.0,10249160.0,50589677.0,881792.0,35350525.0,25170550.0,2271463.0,2989271.0,5260734.0,31878953.0,11613905.0,97388863.0,6948079.0
1163,University of Florida,134130.0,2012,Football Bowl Subdivision,Southeastern Conference,124043106.0,0.0,18242643.0,3205662.0,3618997.0,1838905.0,14665029.0,22665809.0,21412632.0,27409473.0,10983956.0,142536954.0,8814230.0,10247328.0,54438545.0,677679.0,35387345.0,27830275.0,2285399.0,2856154.0,5141552.0,27435077.0,7662110.0,109512075.0,7197895.0
1164,University of Florida,134130.0,2013,Football Bowl Subdivision,Southeastern Conference,124428366.0,0.0,16344581.0,3261323.0,3834507.0,1867409.0,16148515.0,22941612.0,22032545.0,26889983.0,11107891.0,151225909.0,13357882.0,10719183.0,56305964.0,1045928.0,35962582.0,28664617.0,2292784.0,2876968.0,5169753.0,30131545.0,8099385.0,103284179.0,6921053.0
1165,University of Florida,134130.0,2014,Football Bowl Subdivision,Southeastern Conference,125552019.0,0.0,16421474.0,3141731.0,2859116.0,1906055.0,14241489.0,22669438.0,23129056.0,29969259.0,11214401.0,142631039.0,17561616.0,10563971.0,49175050.0,824586.0,33275615.0,26298726.0,2140767.0,2790708.0,4931475.0,26599858.0,7628845.0,96959704.0,6589708.0
1166,University of Florida,134130.0,2015,Football Bowl Subdivision,Southeastern Conference,143345931.0,0.0,9490623.0,2613553.0,3305198.0,2074608.0,17936961.0,24072912.0,29106649.0,41430999.0,13314428.0,168178263.0,8808501.0,12611458.0,66407197.0,980165.0,49469821.0,27779106.0,2122014.0,0.0,2122014.0,43069942.0,12692445.0,92180355.0,7023488.0
1167,University of Florida,134130.0,2016,Football Bowl Subdivision,Southeastern Conference,154435297.0,17478598.0,9090326.0,1892864.0,4741358.0,2237494.0,18681962.0,27418719.0,21687477.0,36052853.0,15153645.0,159688137.0,6980426.0,11817129.0,48712474.0,248608.0,58384372.0,31288404.0,2256724.0,0.0,2256724.0,36408688.0,9260965.0,103247777.0,6665881.0
1168,University of Florida,134130.0,2017,Football Bowl Subdivision,Southeastern Conference,156825560.0,11137484.0,10032793.0,2657136.0,3640721.0,2383606.0,18810018.0,31528587.0,26505228.0,35266988.0,14862999.0,164896530.0,13892223.0,9607016.0,49894551.0,1307428.0,61371171.0,27090994.0,1733147.0,0.0,1733147.0,37466445.0,11581531.0,95528363.0,7708575.0
1169,University of Florida,134130.0,2018,Football Bowl Subdivision,Southeastern Conference,160942062.0,0.0,10350183.0,2419283.0,3586675.0,2513684.0,18486801.0,30425208.0,28200509.0,50125548.0,14834170.0,173933796.0,11562436.0,9042656.0,49655221.0,7047294.0,59325933.0,34783934.0,2516321.0,0.0,2516321.0,51545884.0,11637522.0,87704052.0,7875428.0
1170,University of Florida,134130.0,2019,Football Bowl Subdivision,Southeastern Conference,150323840.0,0.0,11022508.0,2270884.0,4393384.0,2680292.0,18998751.0,30733485.0,29852125.0,35553393.0,14819017.0,169272573.0,11838546.0,11447639.0,47696605.0,1305075.0,63070122.0,31517344.0,2397242.0,0.0,2397242.0,41865496.0,14171711.0,133573259.0,10861199.0
1171,University of Florida,134130.0,2020,Football Bowl Subdivision,Southeastern Conference,146509275.0,0.0,8706982.0,2355454.0,2101296.0,2055579.0,16484506.0,33244494.0,31432005.0,36420922.0,13708037.0,183169935.0,11046202.0,8454915.0,54967549.0,5192181.0,66872328.0,33261890.0,2665067.0,709803.0,3374869.0,39378052.0,15157795.0,124983184.0,8607472.0
1172,University of Florida,134130.0,2021,Football Bowl Subdivision,Southeastern Conference,123298839.0,0.0,9555187.0,1948928.0,246325.0,649215.0,11422532.0,26863932.0,26738214.0,33018109.0,12856397.0,138854234.0,16097920.0,8393886.0,16134112.0,744445.0,84909555.0,10255206.0,1052968.0,1266142.0,2319110.0,29789919.0,13156357.0,164260000.0,10711704.0
1173,University of Georgia,139959.0,2005,Football Bowl Subdivision,Southeastern Conference,62345261.0,0.0,7230031.0,1338417.0,2560942.0,1453864.0,12542488.0,4154421.0,12225688.0,13004887.0,7834524.0,95443486.0,4527564.0,6567605.0,39274729.0,2725370.0,19291895.0,18853712.0,0.0,4202612.0,4202612.0,17389017.0,5201228.0,103588331.0,4419729.0
1174,University of Georgia,139959.0,2006,Football Bowl Subdivision,Southeastern Conference,83644742.0,0.0,7471299.0,1373356.0,3017959.0,1693404.0,16408765.0,19110133.0,14826340.0,11852481.0,7891005.0,106507883.0,6148104.0,8618251.0,40582670.0,2911735.0,23701450.0,20496120.0,0.0,4049553.0,4049553.0,24139812.0,4556236.0,137550919.0,7741450.0
1175,University of Georgia,139959.0,2007,Football Bowl Subdivision,Southeastern Conference,83840671.0,0.0,8454154.0,1515936.0,3341071.0,1678039.0,12089781.0,19847184.0,14689773.0,14259974.0,7964758.0,102412529.0,9205152.0,9265236.0,35984258.0,1755686.0,19147120.0,23047113.0,0.0,4007965.0,4007965.0,22440818.0,5602718.0,130665689.0,7904162.0
1176,University of Georgia,139959.0,2008,Football Bowl Subdivision,Southeastern Conference,90607808.0,0.0,10341868.0,1275409.0,1895006.0,1638734.0,14460558.0,20703232.0,16179915.0,15724532.0,8388552.0,107674897.0,7576652.0,10464901.0,38439937.0,2475419.0,21294162.0,23555524.0,0.0,3868302.0,3868302.0,24541066.0,6843316.0,122675156.0,7667190.0
1177,University of Georgia,139959.0,2009,Football Bowl Subdivision,Southeastern Conference,99241931.0,0.0,10004728.0,1745558.0,2278231.0,1888219.0,13632522.0,23824207.0,18711924.0,18267857.0,8888687.0,105474149.0,5344389.0,11739084.0,35728301.0,2479145.0,22920323.0,23313473.0,0.0,3949435.0,3949435.0,25842092.0,7428055.0,119962823.0,7826089.0
1178,University of Georgia,139959.0,2010,Football Bowl Subdivision,Southeastern Conference,95996926.0,0.0,10538217.0,1665164.0,1681699.0,1786082.0,13469965.0,24056314.0,16113494.0,16678017.0,10007975.0,111511730.0,5619569.0,9697742.0,33992150.0,2846742.0,31501236.0,23874600.0,0.0,3979691.0,3979691.0,23052776.0,6831463.0,114832342.0,7104421.0
1179,University of Georgia,139959.0,2011,Football Bowl Subdivision,Southeastern Conference,97285864.0,0.0,9063350.0,1624248.0,2646997.0,1856036.0,13561973.0,25062960.0,16878388.0,16319682.0,10272230.0,111237448.0,3190288.0,10010130.0,34500724.0,993825.0,33697437.0,24993355.0,0.0,3851690.0,3851690.0,26545784.0,7194898.0,145484976.0,6580997.0
1180,University of Georgia,139959.0,2012,Football Bowl Subdivision,Southeastern Conference,104948849.0,0.0,9092442.0,2238794.0,2565485.0,1899056.0,14604735.0,28318792.0,17946630.0,17202153.0,11080762.0,108190959.0,2476748.0,9342467.0,32858330.0,0.0,32777433.0,26907588.0,0.0,3828393.0,3828393.0,26802830.0,7650206.0,139379249.0,9269352.0
1181,University of Georgia,139959.0,2013,Football Bowl Subdivision,Southeastern Conference,112717099.0,0.0,8938853.0,1847603.0,4001913.0,1792024.0,15173447.0,30158733.0,20256710.0,17998496.0,12549319.0,114131826.0,5975601.0,8735864.0,33329663.0,0.0,33928660.0,28395727.0,0.0,3766310.0,3766310.0,30620897.0,9093163.0,131661128.0,11343446.0
1182,University of Georgia,139959.0,2014,Football Bowl Subdivision,Southeastern Conference,105945968.0,0.0,9216865.0,2108151.0,2292647.0,1974698.0,14870959.0,27564803.0,19283647.0,15989944.0,12644255.0,118461829.0,10788835.0,9798147.0,36474747.0,0.0,31929160.0,25722679.0,0.0,3748260.0,3748260.0,28576861.0,8383357.0,122259458.0,10762123.0
1183,University of Georgia,139959.0,2015,Football Bowl Subdivision,Southeastern Conference,112434810.0,2043254.0,11032288.0,3071629.0,2899228.0,2713348.0,11349593.0,24800821.0,21315876.0,20258794.0,12949977.0,132790104.0,5652519.0,14891732.0,38743469.0,0.0,40015515.0,29813866.0,0.0,3673002.0,3673002.0,29900978.0,9314640.0,116420301.0,10696477.0
1184,University of Georgia,139959.0,2016,Football Bowl Subdivision,Southeastern Conference,132546100.0,865788.0,15093424.0,2942006.0,3871886.0,3960270.0,14594414.0,27179664.0,23577700.0,27076136.0,13384813.0,139817777.0,4387574.0,12624875.0,37597552.0,0.0,49917756.0,31639775.0,0.0,3650244.0,3650244.0,43901390.0,11383063.0,114827844.0,10413310.0
1185,University of Georgia,139959.0,2017,Football Bowl Subdivision,Southeastern Conference,133147719.0,1355933.0,14717847.0,3547728.0,2961363.0,3803125.0,16541803.0,28704454.0,22329348.0,24608170.0,14577948.0,174499669.0,10750921.0,14711170.0,60584323.0,0.0,53076406.0,31758210.0,0.0,3618638.0,3618638.0,40225466.0,10157425.0,115264733.0,10097773.0
1186,University of Georgia,139959.0,2018,Football Bowl Subdivision,Southeastern Conference,145641501.0,1104808.0,17531732.0,3757450.0,2163762.0,4306074.0,19768536.0,27828071.0,29414981.0,26866676.0,12899411.0,190677288.0,11528429.0,18384066.0,73133032.0,0.0,55860739.0,28019869.0,0.0,3751153.0,3751153.0,48462001.0,15860280.0,108668142.0,7434671.0
1187,University of Georgia,139959.0,2019,Football Bowl Subdivision,Southeastern Conference,153462933.0,1580462.0,19718547.0,2535891.0,4812983.0,5482720.0,18384650.0,30757817.0,30796601.0,27060289.0,12332973.0,184466744.0,10622986.0,18978821.0,55724170.0,,56678346.0,38743410.0,,3719012.0,3719012.0,52155105.0,16554507.0,97257179.0,9344784.0
1188,University of Georgia,139959.0,2020,Football Bowl Subdivision,Southeastern Conference,147131418.0,1854743.0,18390123.0,2196911.0,5050420.0,4009226.0,16576805.0,27394657.0,31352635.0,29000754.0,11305145.0,187719146.0,6799925.0,14916151.0,67639443.0,,55045464.0,40461498.0,,2856665.0,2856665.0,50779757.0,17230234.0,92317381.0,8897876.0
1189,University of Georgia,139959.0,2021,Football Bowl Subdivision,Southeastern Conference,124113714.0,1390821.0,16872499.0,2218370.0,444200.0,940535.0,9902389.0,24155796.0,29771677.0,26486546.0,11930881.0,169064656.0,22884179.0,11513413.0,45149286.0,0.0,81579247.0,4729352.0,0.0,3209179.0,3209179.0,36192952.0,16021581.0,81688773.0,8273934.0
1190,University of Hawaii at Manoa,141574.0,2005,Football Bowl Subdivision,Western Athletic Conference,30576115.0,0.0,2264455.0,385046.0,1890470.0,562380.0,4895939.0,1472568.0,6660861.0,7061263.0,5383131.0,27582324.0,2016332.0,3277056.0,4057823.0,62283.0,5413400.0,10171385.0,2584044.0,0.0,2584044.0,7912581.0,2562957.0,0.0,0.0
1191,University of Hawaii at Manoa,141574.0,2006,Football Bowl Subdivision,Western Athletic Conference,38105293.0,0.0,3984564.0,437617.0,1597313.0,515263.0,5063473.0,6830029.0,6301739.0,7542590.0,5832705.0,39211699.0,2545277.0,3698978.0,6045431.0,470453.0,5203113.0,10002607.0,11245839.0,0.0,11245839.0,8887777.0,2390316.0,0.0,0.0
1192,University of Hawaii at Manoa,141574.0,2007,Football Bowl Subdivision,Western Athletic Conference,39514821.0,0.0,3689365.0,316765.0,1779517.0,497998.0,5123471.0,6759258.0,6760674.0,8257756.0,6330018.0,39708663.0,3211506.0,2841036.0,4402854.0,1201669.0,6614236.0,10353037.0,11084324.0,0.0,11084324.0,9238627.0,2524856.0,,0.0
1193,University of Hawaii at Manoa,141574.0,2008,Football Bowl Subdivision,Western Athletic Conference,44217811.0,0.0,3362321.0,402272.0,1642130.0,515698.0,7043965.0,8180890.0,7108094.0,9030814.0,6931628.0,47104262.0,3077555.0,2918027.0,6572110.0,270589.0,11138184.0,10765049.0,12362748.0,0.0,12362748.0,11968447.0,3063728.0,,
1194,University of Hawaii at Manoa,141574.0,2009,Football Bowl Subdivision,Western Athletic Conference,45112437.0,0.0,3500461.0,328882.0,2052066.0,593410.0,6381399.0,7986236.0,7950157.0,8846276.0,7473550.0,42129783.0,2540763.0,4154473.0,5329591.0,1051081.0,6803521.0,9082017.0,13168337.0,0.0,13168337.0,11611834.0,3469830.0,0.0,0.0
1195,University of Hawaii at Manoa,141574.0,2010,Football Bowl Subdivision,Western Athletic Conference,43426295.0,0.0,3464456.0,332351.0,1722129.0,611478.0,5622246.0,7824162.0,7611641.0,8177067.0,8060765.0,45034179.0,3165848.0,4420485.0,8758015.0,641215.0,6362390.0,8584374.0,13101851.0,0.0,13101851.0,10332378.0,3127781.0,0.0,0.0
1196,University of Hawaii at Manoa,141574.0,2011,Football Bowl Subdivision,Western Athletic Conference,43782467.0,0.0,3270870.0,354296.0,1566560.0,677584.0,5895411.0,8266707.0,7824209.0,7600666.0,8326165.0,44332391.0,2987420.0,4262456.0,5607311.0,1026351.0,7062995.0,8946591.0,13453627.0,985641.0,14439268.0,10815129.0,3227824.0,0.0,0.0
1197,University of Hawaii at Manoa,141574.0,2012,Football Bowl Subdivision,Western Athletic Conference,47585971.0,0.0,4608162.0,396150.0,2431338.0,754545.0,5634400.0,8717971.0,8186938.0,8366620.0,8489847.0,44706207.0,3486112.0,5290231.0,6332983.0,715191.0,4856020.0,7918837.0,14103090.0,2003743.0,16106833.0,12490858.0,3301502.0,0.0,0.0
1198,University of Hawaii at Manoa,141574.0,2013,Football Bowl Subdivision,Mountain West Conference,46942729.0,0.0,3650629.0,307087.0,2581011.0,766780.0,5272225.0,9612117.0,7618295.0,7665479.0,9469106.0,43057388.0,2735560.0,4734368.0,5405182.0,860506.0,5100101.0,6942409.0,15324143.0,1955120.0,17279263.0,10542029.0,2592898.0,0.0,0.0
1199,University of Hawaii at Manoa,141574.0,2014,Football Bowl Subdivision,Mountain West Conference,49317165.0,0.0,3382271.0,556417.0,2789776.0,697939.0,5665262.0,9527869.0,7580555.0,9026502.0,10090574.0,46917346.0,2892637.0,4693617.0,5153038.0,943729.0,5457985.0,7167369.0,18819124.0,1789847.0,20608971.0,11243728.0,2634313.0,1.0,1.0
1200,University of Hawaii at Manoa,141574.0,2015,Football Bowl Subdivision,Mountain West Conference,53803450.0,0.0,5563992.0,725114.0,3494283.0,631365.0,6222146.0,8687447.0,7652370.0,9896250.0,10930484.0,49292587.0,4322022.0,4922905.0,5250504.0,992914.0,6571626.0,7108801.0,18199911.0,1923904.0,20123815.0,12261168.0,2486047.0,3205677.0,234367.0
1201,University of Hawaii at Manoa,141574.0,2016,Football Bowl Subdivision,Mountain West Conference,53607040.0,0.0,5973218.0,673555.0,3486832.0,773208.0,6666221.0,6119538.0,8137659.0,10311802.0,11465008.0,49819864.0,4536344.0,4510328.0,5242671.0,2694942.0,7124520.0,6517214.0,17441637.0,1752207.0,19193844.0,13820941.0,2991360.0,3029176.0,231447.0
1202,University of Hawaii at Manoa,141574.0,2017,Football Bowl Subdivision,Mountain West Conference,54150957.0,0.0,6701061.0,834901.0,3185120.0,867792.0,6488022.0,5532414.0,7984125.0,10409221.0,12148300.0,52819878.0,4663957.0,4381459.0,4648342.0,2531974.0,7514746.0,6431937.0,21011116.0,1636346.0,22647462.0,13319621.0,3087825.0,2895347.0,226619.0
1203,University of Hawaii at Manoa,141574.0,2018,Football Bowl Subdivision,Mountain West Conference,52132996.0,0.0,5456691.0,798268.0,2785117.0,883418.0,5911716.0,5697953.0,8081710.0,10904393.0,11613729.0,50065262.0,3528653.0,6049353.0,5685982.0,1249438.0,5734561.0,5834202.0,20353739.0,1629334.0,21983073.0,12575120.0,0.0,2623828.0,179778.0
1204,University of Hawaii at Manoa,141574.0,2019,Football Bowl Subdivision,Mountain West Conference,54415105.0,0.0,4600596.0,863591.0,3076577.0,926827.0,6714992.0,5877079.0,9043793.0,11188444.0,11998470.0,51298760.0,3024977.0,6150944.0,5845861.0,900911.0,6917204.0,5937913.0,20624926.0,1896024.0,22520950.0,13992338.0,0.0,2498187.0,194279.0
1205,University of Hawaii at Manoa,141574.0,2020,Football Bowl Subdivision,Mountain West Conference,51337500.0,0.0,3858849.0,878205.0,3441097.0,572061.0,5418275.0,5771875.0,9182919.0,11007806.0,11206412.0,48416965.0,2926159.0,4984271.0,6344109.0,728174.0,5784982.0,5658875.0,20666476.0,1323919.0,21990395.0,14155904.0,3454558.0,2386558.0,191911.0
