,SurveyYear,group,fulltype,Val,fulltypegroup,gender,type
192,2008,0.4,OperatingExpensesperTeamMensTeam,33301.0,OperatingExpensesperTeamMensTeam0.4,M,expenses
193,2008,0.4,OperatingExpensesperTeamWomensTeam,29519.4,OperatingExpensesperTeamWomensTeam0.4,W,expenses
194,2008,0.4,RevenuesMensTeam,139752.2,RevenuesMensTeam0.4,M,revenues
195,2008,0.4,RevenuesWomensTeam,118467.40000000001,RevenuesWomensTeam0.4,W,revenues
196,2008,0.5,OperatingExpensesperTeamMensTeam,39899.5,OperatingExpensesperTeamMensTeam0.5,M,expenses
197,2008,0.5,OperatingExpensesperTeamWomensTeam,35706.0,OperatingExpensesperTeamWomensTeam0.5,W,expenses
198,2008,0.5,RevenuesMensTeam,186659.0,RevenuesMensTeam0.5,M,revenues
199,2008,0.5,RevenuesWomensTeam,155759.5,RevenuesWomensTeam0.5,W,revenues
200,2008,0.6,OperatingExpensesperTeamMensTeam,50204.59999999999,OperatingExpensesperTeamMensTeam0.6,M,expenses
201,2008,0.6,OperatingExpensesperTeamWomensTeam,45329.6,OperatingExpensesperTeamWomensTeam0.6,W,expenses
202,2008,0.6,RevenuesMensTeam,260806.19999999998,RevenuesMensTeam0.6,M,revenues
203,2008,0.6,RevenuesWomensTeam,217795.4,RevenuesWomensTeam0.6,W,revenues
204,2008,0.7,OperatingExpensesperTeamMensTeam,64803.89999999997,OperatingExpensesperTeamMensTeam0.7,M,expenses
205,2008,0.7,OperatingExpensesperTeamWomensTeam,59226.89999999998,OperatingExpensesperTeamWomensTeam0.7,W,expenses
206,2008,0.7,RevenuesMensTeam,367729.89999999997,RevenuesMensTeam0.7,M,revenues
207,2008,0.7,RevenuesWomensTeam,295280.8,RevenuesWomensTeam0.7,W,revenues
208,2008,0.8,OperatingExpensesperTeamMensTeam,128308.00000000003,OperatingExpensesperTeamMensTeam0.8,M,expenses
209,2008,0.8,OperatingExpensesperTeamWomensTeam,103505.80000000002,OperatingExpensesperTeamWomensTeam0.8,W,expenses
210,2008,0.8,RevenuesMensTeam,618239.4000000001,RevenuesMensTeam0.8,M,revenues
211,2008,0.8,RevenuesWomensTeam,437636.60000000003,RevenuesWomensTeam0.8,W,revenues
212,2008,0.9,OperatingExpensesperTeamMensTeam,314975.60000000003,OperatingExpensesperTeamMensTeam0.9,M,expenses
213,2008,0.9,OperatingExpensesperTeamWomensTeam,214167.1,OperatingExpensesperTeamWomensTeam0.9,W,expenses
214,2008,0.9,RevenuesMensTeam,1497925.1000000024,RevenuesMensTeam0.9,M,revenues
215,2008,0.9,RevenuesWomensTeam,845053.6999999998,RevenuesWomensTeam0.9,W,revenues
216,2009,0.1,OperatingExpensesperTeamMensTeam,15722.0,OperatingExpensesperTeamMensTeam0.1,M,expenses
217,2009,0.1,OperatingExpensesperTeamWomensTeam,13227.0,OperatingExpensesperTeamWomensTeam0.1,W,expenses
218,2009,0.1,RevenuesMensTeam,46212.00000000001,RevenuesMensTeam0.1,M,revenues
219,2009,0.1,RevenuesWomensTeam,43327.7,RevenuesWomensTeam0.1,W,revenues
220,2009,0.2,OperatingExpensesperTeamMensTeam,22026.0,OperatingExpensesperTeamMensTeam0.2,M,expenses
221,2009,0.2,OperatingExpensesperTeamWomensTeam,20048.0,OperatingExpensesperTeamWomensTeam0.2,W,expenses
222,2009,0.2,RevenuesMensTeam,76318.6,RevenuesMensTeam0.2,M,revenues
223,2009,0.2,RevenuesWomensTeam,69011.6,RevenuesWomensTeam0.2,W,revenues
224,2009,0.3,OperatingExpensesperTeamMensTeam,27507.0,OperatingExpensesperTeamMensTeam0.3,M,expenses
225,2009,0.3,OperatingExpensesperTeamWomensTeam,24343.0,OperatingExpensesperTeamWomensTeam0.3,W,expenses
226,2009,0.3,RevenuesMensTeam,110501.7,RevenuesMensTeam0.3,M,revenues
227,2009,0.3,RevenuesWomensTeam,97801.8,RevenuesWomensTeam0.3,W,revenues
228,2009,0.4,OperatingExpensesperTeamMensTeam,32790.0,OperatingExpensesperTeamMensTeam0.4,M,expenses
229,2009,0.4,OperatingExpensesperTeamWomensTeam,29381.0,OperatingExpensesperTeamWomensTeam0.4,W,expenses
230,2009,0.4,RevenuesMensTeam,141622.6,RevenuesMensTeam0.4,M,revenues
231,2009,0.4,RevenuesWomensTeam,124055.2,RevenuesWomensTeam0.4,W,revenues
232,2009,0.5,OperatingExpensesperTeamMensTeam,39396.0,OperatingExpensesperTeamMensTeam0.5,M,expenses
233,2009,0.5,OperatingExpensesperTeamWomensTeam,35226.0,OperatingExpensesperTeamWomensTeam0.5,W,expenses
234,2009,0.5,RevenuesMensTeam,198474.0,RevenuesMensTeam0.5,M,revenues
235,2009,0.5,RevenuesWomensTeam,166597.0,RevenuesWomensTeam0.5,W,revenues
236,2009,0.6,OperatingExpensesperTeamMensTeam,49759.0,OperatingExpensesperTeamMensTeam0.6,M,expenses
237,2009,0.6,OperatingExpensesperTeamWomensTeam,43840.0,OperatingExpensesperTeamWomensTeam0.6,W,expenses
238,2009,0.6,RevenuesMensTeam,279176.8,RevenuesMensTeam0.6,M,revenues
239,2009,0.6,RevenuesWomensTeam,237542.8,RevenuesWomensTeam0.6,W,revenues
240,2009,0.7,OperatingExpensesperTeamMensTeam,66381.0,OperatingExpensesperTeamMensTeam0.7,M,expenses
241,2009,0.7,OperatingExpensesperTeamWomensTeam,58562.0,OperatingExpensesperTeamWomensTeam0.7,W,expenses
242,2009,0.7,RevenuesMensTeam,379520.0,RevenuesMensTeam0.7,M,revenues
243,2009,0.7,RevenuesWomensTeam,334777.8,RevenuesWomensTeam0.7,W,revenues
244,2009,0.8,OperatingExpensesperTeamMensTeam,130819.0,OperatingExpensesperTeamMensTeam0.8,M,expenses
245,2009,0.8,OperatingExpensesperTeamWomensTeam,103312.0,OperatingExpensesperTeamWomensTeam0.8,W,expenses
246,2009,0.8,RevenuesMensTeam,664841.6000000004,RevenuesMensTeam0.8,M,revenues
247,2009,0.8,RevenuesWomensTeam,493828.6000000001,RevenuesWomensTeam0.8,W,revenues
248,2009,0.9,OperatingExpensesperTeamMensTeam,301250.0,OperatingExpensesperTeamMensTeam0.9,M,expenses
249,2009,0.9,OperatingExpensesperTeamWomensTeam,198468.0,OperatingExpensesperTeamWomensTeam0.9,W,expenses
250,2009,0.9,RevenuesMensTeam,1577351.9,RevenuesMensTeam0.9,M,revenues
251,2009,0.9,RevenuesWomensTeam,938466.2000000001,RevenuesWomensTeam0.9,W,revenues
252,2010,0.1,OperatingExpensesperTeamMensTeam,16566.8,OperatingExpensesperTeamMensTeam0.1,M,expenses
253,2010,0.1,OperatingExpensesperTeamWomensTeam,14037.000000000002,OperatingExpensesperTeamWomensTeam0.1,W,expenses
254,2010,0.1,RevenuesMensTeam,50608.0,RevenuesMensTeam0.1,M,revenues
255,2010,0.1,RevenuesWomensTeam,46241.200000000004,RevenuesWomensTeam0.1,W,revenues
