,SurveyYear,InstitutionName,UGratioBG,MaleUndergraduates,FemaleUndergraduates,RevenuesMensTeam,RevenuesWomensTeam,ExpensesMensTeam,ExpensesWomensTeam,OperatingExpensesperTeamMensTeam,OperatingExpensesperTeamWomensTeam
142,2003,Butler University,0.5854738706820195,1322.0,2258.0,1100772.0,851291.0,1053972.0,851291.0,186137.0,131344.0
143,2003,Butte College,0.9265922993882691,2575.0,2779.0,39842.0,38924.0,39475.0,34240.0,32956.0,26957.0
144,2003,Cabrillo College,1.1523899668717463,2435.0,2113.0,8425.0,6370.0,24521.0,14722.0,7280.0,6910.0
145,2003,Cabrini College,0.5490628445424476,498.0,907.0,58404.0,17400.0,50404.0,16673.0,44114.0,14014.0
146,2003,Caldwell College,0.6091445427728613,413.0,678.0,142025.0,104620.0,142025.0,104620.0,22596.0,17827.0
147,2003,Caldwell Community College and Technical Institute,0.9462486002239642,845.0,893.0,4500.0,,24500.0,,20000.0,0.0
148,2003,California Baptist University,0.5136268343815513,490.0,954.0,16815.0,9619.0,193370.0,279759.0,23436.0,22156.0
149,2003,California Institute of Technology,2.0,594.0,297.0,51584.0,41475.0,51584.0,41475.0,19378.0,11080.0
150,2003,California Lutheran University,0.7662203913491246,744.0,971.0,82954.0,71102.0,97378.0,84250.0,22589.0,31097.0
151,2003,California Maritime Academy,6.352941176470588,540.0,85.0,33615.0,,31000.0,,14200.0,0.0
152,2003,California Polytechnic State University-San Luis Obispo,1.2596510509685397,9169.0,7279.0,248544.0,20396.0,720511.0,585288.0,119005.0,104468.0
153,2003,California State University-Bakersfield,0.5209258084971464,1643.0,3154.0,535784.0,274564.0,406936.0,250397.0,74360.0,47140.0
154,2003,California State University-East Bay,0.5907744392721117,2792.0,4726.0,134235.0,121613.0,124181.0,91243.0,40904.0,23887.0
155,2003,California State University-Fresno,0.6901969981238274,5886.0,8528.0,4773552.0,540851.0,2163354.0,1425659.0,621692.0,392073.0
156,2003,California State University-Fullerton,0.6616367832416119,7454.0,11266.0,616798.0,417915.0,692731.0,613346.0,131484.0,130570.0
157,2003,California State University-Long Beach,0.6518540987336012,8596.0,13187.0,710708.0,593631.0,1041610.0,811320.0,177813.0,145339.0
158,2003,California State University-Northridge,0.7032872714788431,8194.0,11651.0,90950.0,8812.0,705277.0,569665.0,254942.0,145048.0
159,2003,California State University-Sacramento,0.7201192250372578,7248.0,10065.0,249477.0,177845.0,455866.0,471883.0,156325.0,150222.0
160,2003,California University of Pennsylvania,0.9531897265948633,2301.0,2414.0,281528.0,297317.0,397266.0,428370.0,54394.0,76901.0
161,2003,Calumet College of Saint Joseph,0.46710526315789475,142.0,304.0,30000.0,30000.0,30000.0,30000.0,28238.0,23106.0
162,2003,Calvary Bible College and Theological Seminary,1.3409090909090908,118.0,88.0,20743.0,18583.0,20743.0,18583.0,7953.0,7953.0
163,2003,Calvin College,0.7955243527863097,1813.0,2279.0,70840.0,56674.0,75799.0,58467.0,25895.0,15565.0
164,2003,Camden County College,0.8472118029507377,3388.0,3999.0,47429.0,,47429.0,,7340.0,0.0
165,2003,Cameron University,0.7341559169938306,1309.0,1783.0,33909.0,54522.0,33909.0,54522.0,25561.0,38500.0
166,2003,Campbell University Inc,0.9121621621621622,1620.0,1776.0,463242.0,326270.0,890687.0,736216.0,204040.0,174755.0
167,2003,Campbellsville University,0.901294498381877,557.0,618.0,60845.0,48165.0,257981.0,185276.0,49449.0,40301.0
168,2003,Canisius College,0.8222873900293255,1402.0,1705.0,1034888.0,828625.0,1034888.0,828625.0,172717.0,117456.0
169,2003,Cape Fear Community College,0.9257503949447078,1758.0,1899.0,22683.0,,26120.0,,25010.0,0.0
170,2003,Capital University,0.6127340823970038,818.0,1335.0,139294.0,109511.0,90747.0,93045.0,36491.0,25016.0
171,2003,Cardinal Stritch University,0.491869918699187,968.0,1968.0,24660.0,26211.0,32383.0,52104.0,20706.0,20119.0
172,2003,Carl Albert State College,0.46567164179104475,468.0,1005.0,1705.0,1277.0,67119.0,60955.0,22539.0,21957.0
173,2003,Carl Sandburg College,0.6342281879194631,567.0,894.0,25875.0,24031.0,19605.0,19007.0,17598.0,19006.0
174,2003,Carleton College,0.9242273180458624,927.0,1003.0,98092.0,93422.0,98092.0,93422.0,22423.0,20069.0
