Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Academic Spending (University-Wide)
University of South Carolina Upstate,218742,2021,No Football Subdivision,,"$8,102,957 ",$0 ,"$461,279 ","$192,186 ","$4,650 ",$984 ,"$443,537 ","$604,464 ","$1,844,659 ","$1,065,356 ","$3,485,842 ","$8,192,377 ","$12,710 ","$133,445 ","$45,000 ","$170,450 ","$377,555 ","$4,787 ","$3,280,814 ","$4,167,616 ","$7,448,430 ",
University of South Dakota,219471,2005,Division II,,,,,,,,,,,,,,,,,,,,,,,"$150,023,937 "
University of South Dakota,219471,2006,Division II,,,,,,,,,,,,,,,,,,,,,,,"$146,148,207 "
University of South Dakota,219471,2007,Division II,,,,,,,,,,,,,,,,,,,,,,,"$175,099,067 "
University of South Dakota,219471,2008,Division II,,,,,,,,,,,,,,,,,,,,,,,"$179,488,950 "
University of South Dakota,219471,2009,Football Championship Subdivision,,"$9,042,355 ",$0 ,"$1,050,676 ","$94,876 ","$273,204 ","$262,676 ","$1,532,404 ","$1,237,276 ","$1,597,120 ","$1,082,588 ","$1,911,536 ","$9,046,954 ","$1,129,142 ","$498,429 ","$1,089,195 ","$342,285 ","$68,456 ","$282,893 ","$4,567,952 ","$1,068,601 ","$5,636,553 ","$182,241,295 "
University of South Dakota,219471,2010,Football Championship Subdivision,,"$9,637,322 ",$0 ,"$1,168,279 ","$86,876 ","$133,543 ","$299,659 ","$1,622,234 ","$1,231,456 ","$1,690,179 ","$1,127,258 ","$2,277,838 ","$9,506,925 ","$829,260 ","$511,953 ","$1,094,719 ","$479,669 ",$0 ,"$257,865 ","$5,102,165 ","$1,231,294 ","$6,333,459 ","$175,696,259 "
University of South Dakota,219471,2011,Football Championship Subdivision,,"$10,798,727 ",$0 ,"$1,129,723 ","$113,880 ","$96,301 ","$315,217 ","$2,020,429 ","$1,326,968 ","$1,748,570 ","$1,203,633 ","$2,844,005 ","$10,798,727 ","$872,439 ","$649,445 ","$1,174,918 ","$1,107,061 ",$0 ,"$290,828 ","$5,485,325 ","$1,218,711 ","$6,704,035 ","$172,871,699 "
University of South Dakota,219471,2012,Football Championship Subdivision,,"$11,976,833 ",$0 ,"$1,086,775 ","$121,050 ","$261,160 ","$300,922 ","$1,802,843 ","$1,555,904 ","$2,041,252 ","$1,484,222 ","$3,322,704 ","$11,943,093 ","$782,750 ","$518,880 ","$1,320,332 ","$1,220,932 ","$3,750 ","$329,176 ","$6,482,263 ","$1,285,011 ","$7,767,274 ","$193,658,933 "
University of South Dakota,219471,2013,Football Championship Subdivision,,"$12,820,816 ",$0 ,"$1,193,612 ","$166,334 ","$105,849 ","$307,368 ","$2,131,138 ","$1,488,066 ","$2,468,312 ","$1,296,457 ","$3,663,680 ","$12,825,185 ","$895,409 ","$670,522 ","$1,069,590 ","$994,515 ","$150,910 ","$555,700 ","$6,917,590 ","$1,570,948 ","$8,488,538 ","$197,713,778 "
University of South Dakota,219471,2014,Football Championship Subdivision,,"$16,810,479 ",$0 ,"$1,135,116 ","$211,048 ","$27,528 ","$324,200 ","$1,983,223 ","$5,135,711 ","$2,635,038 ","$1,614,198 ","$3,744,418 ","$17,030,967 ","$782,340 ","$718,795 ","$1,680,105 ","$826,407 ","$216,477 ","$562,251 ","$10,480,877 ","$1,763,714 ","$12,244,591 ","$199,536,617 "
University of South Dakota,219471,2015,Football Championship Subdivision,,"$16,865,895 ",$0 ,"$1,124,734 ","$172,415 ","$120,350 ","$369,800 ","$2,272,872 ","$4,302,246 ","$2,868,071 ","$1,688,770 ","$3,946,638 ","$16,980,135 ","$796,980 ","$846,406 ","$2,322,288 ","$937,466 ","$1,205,747 ","$561,508 ","$8,658,069 ","$1,651,671 ","$10,309,740 ","$200,470,854 "
University of South Dakota,219471,2016,Football Championship Subdivision,,"$18,059,671 ",$0 ,"$1,529,734 ","$248,438 ","$31,269 ","$368,319 ","$2,200,930 ","$4,374,676 ","$3,417,241 ","$1,794,572 ","$4,094,494 ","$18,205,652 ","$818,034 ","$896,379 ","$2,300,674 ","$851,272 ","$1,111,025 ","$911,401 ","$9,071,293 ","$2,245,573 ","$11,316,866 ","$200,557,350 "
University of South Dakota,219471,2017,Football Championship Subdivision,,"$20,898,418 ",$0 ,"$1,225,044 ","$262,869 ","$84,294 ","$384,348 ","$2,503,406 ","$5,980,211 ","$3,581,946 ","$2,161,233 ","$4,715,068 ","$21,287,809 ","$886,421 ","$743,649 ","$2,452,303 ","$1,282,997 ","$1,861,349 ","$841,838 ","$11,363,737 ","$1,855,515 ","$13,219,253 ","$209,835,385 "
University of South Dakota,219471,2018,Football Championship Subdivision,,"$20,938,716 ",$0 ,"$1,488,273 ","$244,415 ","$275,592 ","$445,064 ","$2,790,391 ","$4,577,052 ","$3,718,693 ","$2,452,158 ","$4,947,079 ","$20,924,793 ","$1,251,270 ","$998,041 ","$2,658,744 ","$826,539 ","$1,254,018 ","$1,036,371 ","$9,708,493 ","$3,191,316 ","$12,899,809 ","$208,309,011 "
University of South Dakota,219471,2019,Football Championship Subdivision,,"$21,299,614 ",$0 ,"$1,547,717 ","$393,201 ","$129,097 ","$444,358 ","$2,794,857 ","$4,709,768 ","$3,817,938 ","$2,379,900 ","$5,082,778 ","$21,117,355 ","$936,255 ","$1,014,635 ","$2,762,161 ","$838,059 ","$1,294,973 ","$886,049 ","$10,275,642 ","$3,109,580 ","$13,385,222 ","$207,107,596 "
University of South Dakota,219471,2020,Football Championship Subdivision,,"$21,259,239 ",$0 ,"$1,343,351 ","$373,474 ","$284,188 ","$341,905 ","$2,536,994 ","$4,763,652 ","$4,164,229 ","$2,498,805 ","$4,952,640 ","$20,797,676 ","$642,928 ","$1,029,112 ","$2,524,075 ","$748,486 ","$1,158,574 ","$1,000,458 ","$10,548,636 ","$3,145,407 ","$13,694,043 ","$212,103,621 "
University of South Dakota,219471,2021,Football Championship Subdivision,,"$18,519,991 ",$0 ,"$1,040,485 ","$364,033 ","$35,000 ","$77,244 ","$1,497,961 ","$4,479,266 ","$3,875,550 ","$2,345,816 ","$4,804,636 ","$18,944,931 ","$809,150 ","$727,286 ","$2,378,299 ","$145,000 ","$911,915 ","$312,980 ","$10,888,817 ","$2,771,484 ","$13,660,301 ",
University of South Florida,137351,2005,Football Bowl Subdivision,Conference USA,"$27,505,909 ",$0 ,"$3,898,363 ","$415,189 ","$1,574,055 ","$481,196 ","$3,457,213 ","$3,426,886 ","$4,661,033 ","$5,016,894 ","$4,575,082 ","$28,535,442 ","$986,198 ","$1,446,552 ","$3,711,869 ","$1,468,672 ","$2,534,951 ","$4,127,871 ","$1,517,370 ","$12,741,960 ","$14,259,330 ","$950,003,551 "
University of South Florida,137351,2006,Football Bowl Subdivision,Big East Conference,"$32,578,714 ",$0 ,"$4,861,373 ","$354,417 ","$1,499,484 ","$594,238 ","$4,544,469 ","$5,037,672 ","$5,604,027 ","$5,601,492 ","$4,481,541 ","$34,600,033 ","$823,593 ","$1,522,299 ","$2,813,150 ","$1,988,876 ","$6,483,810 ","$5,688,421 ","$1,532,735 ","$13,747,149 ","$15,279,884 ","$995,819,847 "
University of South Florida,137351,2007,Football Bowl Subdivision,Big East Conference,"$36,391,758 ",$0 ,"$5,243,876 ","$367,057 ","$1,483,393 ","$612,679 ","$4,337,896 ","$5,805,345 ","$6,689,345 ","$7,046,890 ","$4,805,277 ","$36,802,340 ","$1,479,178 ","$2,636,574 ","$2,790,999 ","$1,449,066 ","$7,184,598 ","$5,246,246 ","$1,884,530 ","$14,131,149 ","$16,015,680 ","$1,048,304,823 "
University of South Florida,137351,2008,Football Bowl Subdivision,Big East Conference,"$41,292,684 ",$0 ,"$7,551,125 ","$707,351 ","$1,794,192 ","$794,652 ","$5,682,889 ","$4,899,909 ","$7,241,863 ","$7,647,763 ","$4,972,942 ","$43,968,636 ","$1,265,523 ","$3,190,885 ","$3,577,757 ","$1,778,338 ","$9,565,764 ","$8,454,108 ","$1,595,362 ","$14,540,899 ","$16,136,261 ","$1,023,647,263 "
University of South Florida,137351,2009,Football Bowl Subdivision,Big East Conference,"$44,475,697 ",$0 ,"$7,745,392 ","$824,981 ","$1,794,356 ","$725,027 ","$6,117,500 ","$5,823,093 ","$8,207,157 ","$7,827,443 ","$5,410,747 ","$47,978,264 ","$1,301,896 ","$5,080,626 ","$3,704,310 ","$1,589,543 ","$10,788,084 ","$8,109,399 ","$1,645,191 ","$15,759,215 ","$17,404,406 ","$962,865,478 "
University of South Florida,137351,2010,Football Bowl Subdivision,Big East Conference,"$48,574,121 ",$0 ,"$8,349,007 ","$1,109,555 ","$2,285,740 ","$708,893 ","$6,083,496 ","$6,277,105 ","$9,179,757 ","$8,524,464 ","$6,056,103 ","$48,701,219 ","$1,223,844 ","$6,132,920 ","$3,595,760 ","$1,368,174 ","$10,782,752 ","$7,970,516 ","$1,439,936 ","$16,187,317 ","$17,627,253 ","$1,009,704,825 "
University of South Florida,137351,2011,Football Bowl Subdivision,Big East Conference,"$52,394,770 ",$0 ,"$7,007,966 ","$1,336,959 ","$2,290,078 ","$755,680 ","$6,736,615 ","$7,490,351 ","$8,963,621 ","$11,666,044 ","$6,147,457 ","$50,532,253 ","$1,027,188 ","$5,885,596 ","$3,294,685 ","$2,052,701 ","$11,300,668 ","$7,020,681 ","$1,602,057 ","$18,348,676 ","$19,950,733 ","$1,018,509,924 "
University of South Florida,137351,2012,Football Bowl Subdivision,Big East Conference,"$50,828,314 ",$0 ,"$6,255,967 ","$1,463,047 ","$2,894,775 ","$747,377 ","$6,509,199 ","$8,754,483 ","$9,330,786 ","$8,576,358 ","$6,296,322 ","$51,427,126 ","$1,175,406 ","$6,129,982 ","$3,604,170 ","$1,845,855 ","$11,866,016 ","$7,109,515 ","$1,361,870 ","$18,334,311 ","$19,696,182 ","$1,040,589,025 "
University of South Florida,137351,2013,Football Bowl Subdivision,Big East Conference,"$51,892,213 ",$0 ,"$5,436,371 ","$1,059,702 ","$2,107,903 ","$917,708 ","$7,536,201 ","$8,849,227 ","$9,925,148 ","$9,830,451 ","$6,229,501 ","$52,419,973 ","$1,065,790 ","$5,856,639 ","$2,841,008 ","$1,383,016 ","$12,668,108 ","$8,012,817 ","$1,692,986 ","$18,899,609 ","$20,592,595 ","$1,007,725,139 "
University of South Florida,137351,2014,Football Bowl Subdivision,American Athletic Conference,"$53,601,567 ",$0 ,"$6,666,075 ","$1,560,598 ","$1,595,780 ","$915,601 ","$7,610,487 ","$8,549,788 ","$9,371,803 ","$10,907,400 ","$6,424,034 ","$55,380,609 ","$1,042,119 ","$5,634,714 ","$4,257,048 ","$298,170 ","$14,004,106 ","$5,700,246 ","$5,614,812 ","$18,829,393 ","$24,444,204 ","$1,021,014,952 "
University of South Florida,137351,2015,Football Bowl Subdivision,American Athletic Conference,"$53,573,715 ",$0 ,"$6,498,521 ","$1,230,160 ","$1,700,446 ","$1,152,397 ","$6,985,349 ","$8,698,807 ","$9,429,123 ","$11,282,588 ","$6,596,324 ","$51,993,941 ","$871,661 ","$5,777,245 ","$2,806,245 ","$689,952 ","$12,145,868 ","$4,809,162 ","$5,744,727 ","$19,149,081 ","$24,893,808 ","$1,073,548,928 "
University of South Florida,137351,2016,Football Bowl Subdivision,American Athletic Conference,"$54,649,846 ",$0 ,"$6,441,545 ","$1,164,121 ","$1,395,888 ","$955,728 ","$8,013,415 ","$8,936,946 ","$9,572,269 ","$11,178,490 ","$6,991,444 ","$53,244,940 ","$885,131 ","$6,135,538 ","$3,322,287 ","$1,006,511 ","$12,044,485 ","$3,428,760 ","$7,192,717 ","$19,229,512 ","$26,422,228 ","$1,128,856,255 "
University of South Florida,137351,2017,Football Bowl Subdivision,American Athletic Conference,"$53,313,593 ",$0 ,"$6,352,891 ","$1,425,446 ","$1,009,220 ","$1,071,812 ","$6,365,047 ","$9,012,088 ","$10,124,346 ","$11,343,863 ","$6,608,879 ","$55,229,177 ","$2,729,350 ","$6,103,404 ","$2,836,720 ","$554,941 ","$12,521,023 ","$6,712,216 ","$4,891,104 ","$18,880,418 ","$23,771,523 ","$1,120,363,452 "
University of South Florida,137351,2018,Football Bowl Subdivision,American Athletic Conference,"$54,682,805 ",$0 ,"$6,149,888 ","$886,820 ","$1,232,345 ","$1,110,573 ","$7,539,001 ","$10,737,718 ","$9,804,040 ","$10,393,724 ","$6,828,695 ","$49,159,713 ","$1,472,838 ","$4,790,744 ","$2,450,273 ","$345,043 ","$10,854,337 ","$3,383,965 ","$7,237,164 ","$18,625,350 ","$25,862,514 ","$1,167,304,195 "
University of South Florida,137351,2019,Football Bowl Subdivision,American Athletic Conference,"$56,778,313 ",$0 ,"$4,684,178 ","$836,774 ","$1,338,612 ","$1,030,698 ","$7,864,365 ","$12,657,325 ","$11,687,860 ","$9,388,638 ","$7,289,862 ","$58,342,732 ","$1,497,856 ","$5,238,092 ","$5,462,224 ","$476,953 ","$6,839,626 ","$4,875,783 ","$15,716,776 ","$18,235,422 ","$33,952,198 ","$1,192,372,209 "
University of South Florida,137351,2020,Football Bowl Subdivision,American Athletic Conference,"$60,746,886 ",$0 ,"$5,048,016 ","$990,318 ","$1,776,494 ","$823,351 ","$6,202,043 ","$12,957,202 ","$13,524,493 ","$12,570,297 ","$6,854,670 ","$62,327,858 ","$907,667 ","$6,012,331 ","$6,806,175 ","$292,746 ","$5,781,116 ","$4,477,927 ","$20,958,107 ","$17,091,787 ","$38,049,894 ","$1,308,405,712 "
University of South Florida,137351,2021,Football Bowl Subdivision,American Athletic Conference,"$50,932,188 ",$0 ,"$2,903,872 ","$1,198,145 ","$396,794 ","$70,435 ","$6,034,692 ","$11,084,072 ","$10,400,841 ","$11,527,910 ","$7,315,427 ","$59,975,230 ","$633,539 ","$6,006,070 ","$6,221,198 ","$15,070 ","$8,788,305 ","$735,828 ","$17,690,170 ","$19,885,050 ","$37,575,220 ",
University of Southern Mississippi,176372,2005,Football Bowl Subdivision,Conference USA,"$23,016,663 ",$0 ,"$2,434,677 ","$449,799 ","$1,157,383 ","$471,708 ","$2,532,029 ","$4,082,280 ","$4,214,464 ","$2,948,644 ","$4,725,680 ","$25,317,259 ","$1,108,168 ","$560,049 ","$5,637,651 ","$2,153,304 ","$2,964,864 ","$2,532,661 ","$3,100,973 ","$7,259,589 ","$10,360,562 ","$309,476,800 "
University of Southern Mississippi,176372,2006,Football Bowl Subdivision,Conference USA,"$24,728,301 ",$0 ,"$3,415,195 ","$447,848 ","$457,926 ","$503,237 ","$3,400,801 ","$3,588,197 ","$4,586,557 ","$3,831,126 ","$4,497,414 ","$26,157,305 ","$723,902 ","$1,435,051 ","$6,272,385 ","$1,631,627 ","$4,061,321 ","$2,641,974 ","$2,845,504 ","$6,545,540 ","$9,391,044 ","$316,735,998 "
University of Southern Mississippi,176372,2007,Football Bowl Subdivision,Conference USA,"$24,939,803 ",$0 ,"$4,014,819 ","$686,384 ","$856,887 ","$608,018 ","$2,962,306 ","$4,208,989 ","$4,643,591 ","$2,514,649 ","$4,444,159 ","$26,022,297 ","$495,767 ","$952,702 ","$6,134,151 ","$1,552,564 ","$4,557,683 ","$3,380,500 ","$2,414,569 ","$6,534,360 ","$8,948,929 ","$339,973,803 "
University of Southern Mississippi,176372,2008,Football Bowl Subdivision,Conference USA,"$23,499,257 ",$0 ,"$3,241,048 ","$256,729 ","$748,368 ","$116,682 ","$3,559,271 ","$1,778,994 ","$4,756,098 ","$4,355,940 ","$4,686,128 ","$23,550,942 ","$1,184,573 ","$1,180,050 ","$3,853,577 ","$1,949,517 ","$3,714,855 ","$2,967,550 ","$2,234,515 ","$6,466,306 ","$8,700,821 ","$330,988,564 "
University of Southern Mississippi,176372,2009,Football Bowl Subdivision,Conference USA,"$25,086,080 ",$0 ,"$3,251,560 ","$328,920 ","$825,783 ","$520,928 ","$3,845,562 ","$2,175,443 ","$5,515,770 ","$3,291,528 ","$5,330,585 ","$23,896,363 ","$1,642,663 ","$1,298,883 ","$2,636,282 ","$1,151,776 ","$3,970,198 ","$3,926,990 ","$2,362,080 ","$6,907,491 ","$9,269,571 ","$335,982,500 "
University of Southern Mississippi,176372,2010,Football Bowl Subdivision,Conference USA,"$24,407,872 ",$0 ,"$2,043,511 ","$157,836 ","$670,410 ","$459,017 ","$3,441,053 ","$3,580,151 ","$5,515,130 ","$3,370,418 ","$5,170,346 ","$24,519,443 ","$900,212 ","$1,193,974 ","$4,074,675 ","$852,585 ","$3,967,095 ","$3,589,082 ","$2,415,484 ","$7,526,337 ","$9,941,821 ","$342,184,067 "
University of Southern Mississippi,176372,2011,Football Bowl Subdivision,Conference USA,"$24,938,436 ",$0 ,"$1,967,740 ","$193,500 ","$695,283 ","$490,502 ","$3,763,880 ","$3,611,113 ","$5,546,725 ","$3,371,260 ","$5,298,432 ","$24,904,176 ","$871,799 ","$1,874,771 ","$3,849,553 ","$1,502,869 ","$3,743,858 ","$3,405,659 ","$2,325,677 ","$7,329,990 ","$9,655,666 ","$327,551,479 "
University of Southern Mississippi,176372,2012,Football Bowl Subdivision,Conference USA,"$25,863,374 ",$0 ,"$2,453,379 ","$270,913 ","$685,991 ","$448,077 ","$3,733,046 ","$3,688,621 ","$5,779,001 ","$3,460,802 ","$5,343,544 ","$25,406,111 ","$1,316,896 ","$1,551,924 ","$4,321,744 ","$1,031,088 ","$4,055,849 ","$3,375,270 ","$2,331,076 ","$7,422,264 ","$9,753,341 ","$322,231,990 "
University of Southern Mississippi,176372,2013,Football Bowl Subdivision,Conference USA,"$26,054,036 ",$0 ,"$1,925,600 ","$301,301 ","$1,030,390 ","$490,466 ","$3,237,024 ","$3,762,025 ","$5,511,475 ","$4,087,720 ","$5,708,035 ","$26,492,972 ","$870,706 ","$1,658,302 ","$5,651,764 ","$884,554 ","$2,616,343 ","$3,408,955 ","$4,273,741 ","$7,128,607 ","$11,402,348 ","$312,264,986 "
University of Southern Mississippi,176372,2014,Football Bowl Subdivision,Conference USA,"$26,939,774 ",$0 ,"$2,386,406 ","$316,133 ","$317,131 ","$616,293 ","$3,594,762 ","$3,646,050 ","$5,439,059 ","$4,663,595 ","$5,960,345 ","$26,939,774 ","$876,797 ","$1,657,995 ","$3,861,559 ","$4,144,951 ","$3,088,057 ","$2,535,682 ","$3,965,484 ","$6,809,248 ","$10,774,732 ","$319,914,564 "
University of Southern Mississippi,176372,2015,Football Bowl Subdivision,Conference USA,"$28,063,286 ",$0 ,"$3,063,724 ","$323,092 ","$709,505 ","$709,482 ","$3,468,222 ","$4,098,745 ","$5,168,943 ","$4,518,146 ","$6,003,427 ","$27,406,694 ","$1,483,826 ","$2,588,662 ","$4,789,419 ","$2,159,974 ","$3,728,023 ","$2,610,986 ","$3,091,283 ","$6,954,521 ","$10,045,804 ","$316,926,937 "
University of Southern Mississippi,176372,2016,Football Bowl Subdivision,Conference USA,"$29,258,760 ",$0 ,"$3,572,248 ","$237,367 ","$630,143 ","$603,941 ","$4,891,273 ","$3,841,781 ","$5,299,050 ","$3,927,188 ","$6,255,769 ","$29,258,760 ","$1,341,694 ","$2,022,473 ","$4,400,017 ","$1,724,560 ","$4,875,851 ","$3,924,607 ","$4,132,701 ","$6,836,858 ","$10,969,559 ","$327,545,022 "
University of Southern Mississippi,176372,2017,Football Bowl Subdivision,Conference USA,"$27,914,664 ",$0 ,"$3,361,674 ","$304,938 ","$571,066 ","$703,032 ","$4,405,761 ","$4,100,569 ","$4,798,745 ","$3,154,183 ","$6,514,696 ","$26,514,069 ","$795,576 ","$2,079,023 ","$4,351,279 ","$1,524,212 ","$4,633,779 ","$3,366,106 ","$3,048,933 ","$6,715,161 ","$9,764,094 ","$329,864,968 "
University of Southern Mississippi,176372,2018,Football Bowl Subdivision,Conference USA,"$28,202,886 ",$0 ,"$3,765,352 ","$498,764 ","$425,908 ","$741,829 ","$4,308,201 ","$4,010,412 ","$4,901,099 ","$3,595,901 ","$5,955,421 ","$26,166,853 ","$799,101 ","$2,098,991 ","$4,208,927 ","$2,059,063 ","$3,214,969 ","$2,936,346 ","$4,155,750 ","$6,693,706 ","$10,849,456 ","$312,305,486 "
University of Southern Mississippi,176372,2019,Football Bowl Subdivision,Conference USA,"$27,225,721 ",$0 ,"$1,704,649 ","$414,319 ","$640,632 ","$710,745 ","$4,224,407 ","$4,588,897 ","$5,169,154 ","$3,818,888 ","$5,954,029 ","$27,225,721 ","$988,705 ","$2,053,014 ","$4,897,205 ","$1,701,025 ","$2,809,742 ","$2,564,325 ","$3,342,578 ","$8,869,127 ","$12,211,705 ","$264,344,085 "
University of Southern Mississippi,176372,2020,Football Bowl Subdivision,Conference USA,"$26,832,131 ",$0 ,"$1,077,656 ","$514,925 ","$410,706 ","$584,321 ","$4,064,377 ","$4,859,105 ","$5,511,876 ","$3,831,703 ","$5,977,461 ","$26,832,131 ","$560,895 ","$1,912,229 ","$3,396,237 ","$3,494,818 ","$2,435,539 ","$2,039,059 ","$4,236,391 ","$8,756,963 ","$12,993,354 ","$259,907,124 "
University of Southern Mississippi,176372,2021,Football Bowl Subdivision,Conference USA,"$27,223,468 ",$0 ,"$915,043 ","$1,322,430 ","$392,450 ","$140,106 ","$3,606,124 ","$4,850,667 ","$6,044,267 ","$4,005,708 ","$5,946,673 ","$27,332,585 ","$382,095 ","$515,402 ","$3,363,159 ","$508,000 ","$2,675,643 ","$1,328,480 ","$9,848,087 ","$8,711,719 ","$18,559,806 ",
University of Toledo,206084,2005,Football Bowl Subdivision,Mid-American Conference,"$19,842,214 ",$0 ,"$2,521,068 ","$250,921 ","$180,037 ","$521,388 ","$2,705,740 ","$2,715,812 ","$3,079,431 ","$2,197,583 ","$5,670,233 ","$23,714,931 ","$972,860 ","$2,025,753 ","$1,814,629 ","$704,094 ","$1,587,666 ","$1,982,024 ","$2,369,555 ","$12,258,350 ","$14,627,905 ","$348,044,124 "
University of Toledo,206084,2006,Football Bowl Subdivision,Mid-American Conference,"$21,854,417 ",$0 ,"$2,889,029 ","$266,544 ","$233,883 ","$552,829 ","$2,961,088 ","$2,235,776 ","$4,680,297 ","$2,237,755 ","$5,797,217 ","$20,875,596 ","$629,381 ","$1,286,612 ","$2,168,411 ","$538,132 ","$927,416 ","$1,925,004 ","$1,789,518 ","$11,611,122 ","$13,400,640 ","$358,134,631 "
University of Toledo,206084,2007,Football Bowl Subdivision,Mid-American Conference,"$21,434,108 ",$0 ,"$1,740,185 ","$321,356 ","$498,572 ","$510,442 ","$2,189,324 ","$2,254,101 ","$4,167,425 ","$2,338,250 ","$7,414,453 ","$22,971,068 ","$1,207,091 ","$959,175 ","$3,111,147 ","$611,159 ","$1,146,533 ","$1,767,018 ","$1,739,884 ","$12,429,061 ","$14,168,946 ","$359,147,892 "
University of Toledo,206084,2008,Football Bowl Subdivision,Mid-American Conference,"$22,416,742 ",$0 ,"$1,941,447 ","$276,319 ","$1,006,844 ","$573,808 ","$2,235,349 ","$2,408,467 ","$4,317,083 ","$2,833,950 ","$6,823,474 ","$24,015,754 ","$595,796 ","$1,122,388 ","$5,409,844 ","$404,185 ","$1,188,760 ","$2,015,830 ","$1,562,725 ","$11,716,227 ","$13,278,952 ","$512,562,998 "
University of Toledo,206084,2009,Football Bowl Subdivision,Mid-American Conference,"$24,415,422 ",$0 ,"$375,313 ","$334,581 ","$459,468 ","$526,622 ","$2,191,692 ","$2,199,156 ","$5,104,385 ","$7,193,561 ","$6,030,645 ","$26,068,206 ","$784,862 ","$969,096 ","$6,826,529 ","$952,968 ","$1,021,825 ","$2,064,130 ","$1,381,099 ","$12,067,699 ","$13,448,798 ","$542,113,939 "
University of Toledo,206084,2010,Football Bowl Subdivision,Mid-American Conference,"$24,889,537 ",$0 ,"$3,769,382 ","$335,716 ","$334,892 ","$711,236 ","$1,813,275 ","$1,292,144 ","$5,749,026 ","$3,115,282 ","$7,768,584 ","$24,811,567 ","$1,027,377 ","$1,749,660 ","$5,495,555 ","$514,836 ","$1,149,150 ","$2,666,725 ",$0 ,"$12,208,263 ","$12,208,263 ","$564,609,912 "
University of Toledo,206084,2011,Football Bowl Subdivision,Mid-American Conference,"$24,903,568 ",$0 ,"$3,007,320 ","$255,726 ","$1,090,714 ","$473,216 ","$2,363,634 ","$1,030,113 ","$5,572,570 ","$2,905,519 ","$8,204,755 ","$23,472,889 ","$1,498,786 ","$1,802,164 ","$3,879,692 ","$735,672 ","$1,281,181 ","$2,077,921 ",$0 ,"$12,197,473 ","$12,197,473 ","$551,603,518 "
University of Toledo,206084,2012,Football Bowl Subdivision,Mid-American Conference,"$26,415,510 ",$0 ,"$3,666,774 ","$291,871 ","$910,618 ","$547,833 ","$3,101,357 ","$1,210,116 ","$5,653,074 ","$2,924,610 ","$8,109,258 ","$25,098,285 ","$1,413,187 ","$1,954,662 ","$3,934,656 ","$598,841 ","$1,686,819 ","$2,328,607 ",$0 ,"$13,181,513 ","$13,181,513 ","$537,121,789 "
University of Toledo,206084,2013,Football Bowl Subdivision,Mid-American Conference,"$27,513,920 ",$0 ,"$4,078,672 ","$306,726 ","$934,456 ","$468,340 ","$3,597,502 ","$2,383,647 ","$4,318,972 ","$4,175,454 ","$7,250,152 ","$26,816,104 ","$1,591,521 ","$1,790,814 ","$3,709,460 ","$2,118,434 ","$2,329,374 ","$2,307,309 ",$0 ,"$12,969,193 ","$12,969,193 ","$532,151,500 "
University of Toledo,206084,2014,Football Bowl Subdivision,Mid-American Conference,"$30,108,135 ",$0 ,"$3,040,244 ","$327,010 ","$821,834 ","$598,854 ","$2,980,965 ","$4,152,847 ","$5,685,142 ","$3,777,831 ","$8,723,409 ","$25,821,402 ","$2,140,568 ","$1,353,505 ","$2,954,543 ","$1,432,419 ","$1,501,861 ","$1,626,471 ","$2,788,143 ","$12,023,890 ","$14,812,033 ","$514,657,723 "
University of Toledo,206084,2015,Football Bowl Subdivision,Mid-American Conference,"$34,186,632 ",$0 ,"$3,652,554 ","$114,910 ","$881,447 ","$722,904 ","$3,575,238 ","$6,567,699 ","$6,516,409 ","$3,547,260 ","$8,608,210 ","$30,299,979 ","$1,895,843 ",$0 ,"$4,434,063 ","$502,397 ","$4,203,712 ","$1,809,323 ","$5,444,996 ","$12,009,644 ","$17,454,640 ","$514,082,929 "
University of Toledo,206084,2016,Football Bowl Subdivision,Mid-American Conference,"$37,584,017 ",$0 ,"$4,915,198 ","$498,220 ","$899,387 ","$746,993 ","$4,174,200 ","$6,629,066 ","$4,614,059 ","$5,752,117 ","$9,354,776 ","$31,514,201 ","$3,385,837 ","$795,000 ","$2,730,265 ","$1,211,798 ","$4,208,650 ","$2,518,776 ","$4,803,854 ","$11,860,020 ","$16,663,874 ","$530,202,976 "
University of Toledo,206084,2017,Football Bowl Subdivision,Mid-American Conference,"$36,398,303 ",$0 ,"$3,577,474 ","$500,478 ","$735,944 ","$848,106 ","$4,296,290 ","$6,180,023 ","$6,149,616 ","$4,385,979 ","$9,724,392 ","$36,398,303 ","$1,942,983 ","$751,299 ","$3,010,174 ","$593,080 ","$4,622,769 ","$2,181,739 ","$11,688,460 ","$11,607,800 ","$23,296,260 ","$523,883,568 "
