Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Academic Spending (University-Wide)
Alabama A & M University,100654,2005,Football Championship Subdivision,,"$6,063,736 ",$0 ,"$178,405 ","$69,376 ","$13,875 ","$39,097 ","$791,293 ","$428,144 ","$1,472,081 ","$511,076 ","$2,560,390 ","$2,335,310 ","$44,678 ","$170,560 ","$16,650 ","$194,335 ","$473,056 ","$414,975 ",$0 ,"$1,021,055 ","$1,021,055 ","$146,928,797 "
Alabama A & M University,100654,2006,Football Championship Subdivision,,"$10,499,767 ",$0 ,"$756,524 ","$469,927 ","$50,195 ","$27,534 ","$1,070,979 ","$2,573,976 ","$1,993,482 ","$781,708 ","$2,775,443 ","$13,083,378 ","$574,274 ",$0 ,"$36,830 ","$430,071 ","$347,509 ","$624,598 ","$10,112,333 ","$957,763 ","$11,070,096 ","$147,853,587 "
Alabama A & M University,100654,2007,Football Championship Subdivision,,"$6,999,213 ",$0 ,"$235,224 ","$435,515 ","$50,968 ","$44,858 ","$664,661 ","$115,465 ","$2,346,225 ","$601,896 ","$2,504,402 ","$8,948,538 ","$141,111 ","$74,694 ","$13,069 ","$489,460 ","$546,517 ","$670,761 ","$6,824,462 ","$188,464 ","$7,012,926 ","$150,070,103 "
Alabama A & M University,100654,2008,Football Championship Subdivision,,"$8,014,830 ",$0 ,"$365,535 ","$266,900 ","$35,491 ","$77,691 ","$2,139,959 ","$289,531 ","$2,119,134 ","$549,988 ","$2,170,601 ","$9,130,011 ","$131,957 ","$101,037 ","$28,569 ","$1,073,907 ","$524,683 ","$89,439 ","$6,909,426 ","$270,993 ","$7,180,419 ","$148,714,117 "
Alabama A & M University,100654,2009,Football Championship Subdivision,,"$8,388,266 ",$0 ,"$649,664 ","$285,980 ","$54,942 ","$53,830 ","$1,125,979 ","$648,924 ","$2,126,696 ","$551,951 ","$2,890,300 ","$11,003,601 ","$135,431 ","$130,685 ","$88,447 ","$873,219 ","$462,959 ","$663,321 ","$7,974,314 ","$675,224 ","$8,649,538 ","$137,943,410 "
Alabama A & M University,100654,2010,Football Championship Subdivision,,"$8,152,143 ",$0 ,"$456,144 ","$230,870 ","$28,641 ","$71,684 ","$969,549 ","$221,229 ","$1,837,064 ","$1,091,475 ","$3,245,486 ","$8,183,682 ","$367,128 ","$1,133 ",$0 ,"$1,002,565 ","$529,706 ","$771,638 ","$4,824,624 ","$686,887 ","$5,511,511 ","$156,767,961 "
Alabama A & M University,100654,2011,Football Championship Subdivision,,"$8,409,067 ",$0 ,"$239,119 ","$213,438 ",$0 ,"$69,491 ","$1,053,590 ","$251,979 ","$1,711,918 ","$1,185,330 ","$3,684,203 ","$7,231,642 ","$206,087 ","$1,168 ",$0 ,"$532,215 ","$687,366 ","$367,889 ","$4,675,350 ","$761,568 ","$5,436,917 ","$154,848,415 "
Alabama A & M University,100654,2012,Football Championship Subdivision,,"$7,794,600 ",$0 ,"$141,122 ","$179,937 ",$0 ,"$65,319 ","$1,408,284 ","$261,551 ","$1,531,833 ","$654,550 ","$3,552,005 ","$6,510,586 ","$287,495 ","$21,232 ",$0 ,"$766,053 ","$466,218 ","$553,091 ","$4,054,548 ","$361,948 ","$4,416,496 ","$142,116,833 "
Alabama A & M University,100654,2013,Football Championship Subdivision,,"$8,548,943 ",$0 ,"$472,772 ","$227,736 ",$0 ,"$83,134 ","$1,516,582 ","$299,293 ","$1,652,049 ","$1,286,836 ","$3,010,540 ","$8,548,943 ","$227,335 ","$21,644 ",$0 ,"$1,091,824 ","$471,783 ","$459,675 ","$5,795,127 ","$481,555 ","$6,276,682 ","$147,298,349 "
Alabama A & M University,100654,2014,Football Championship Subdivision,,"$8,288,001 ",$0 ,"$450,567 ","$202,331 ",$0 ,"$161,656 ","$1,029,831 ","$158,611 ","$1,993,249 ","$569,437 ","$3,722,320 ","$10,952,146 ","$362,596 ","$13,644 ","$644,105 ","$729,115 ","$369,100 ","$429,110 ","$7,930,609 ","$473,868 ","$8,404,477 ","$133,296,897 "
Alabama A & M University,100654,2015,Football Championship Subdivision,,"$11,449,784 ",$0 ,"$505,030 ","$323,540 ","$3,430 ","$125,358 ","$1,708,131 ","$1,089,640 ","$2,017,844 ","$1,700,154 ","$3,976,658 ","$11,696,163 ","$312,062 ","$25,506 ","$568,702 ","$1,025,496 ","$292,544 ","$437,415 ","$8,693,946 ","$340,491 ","$9,034,437 ","$155,877,819 "
Alabama A & M University,100654,2016,Football Championship Subdivision,,"$10,581,418 ",$0 ,"$434,634 ","$341,905 ","$58,144 ","$84,515 ","$1,648,565 ","$280,722 ","$2,213,173 ","$1,292,588 ","$4,227,172 ","$2,927,363 ","$413,249 ","$25,759 ","$37,822 ","$1,159,609 ","$575,425 ","$304,865 ","$43,835 ","$366,800 ","$410,635 ","$125,085,214 "
Alabama A & M University,100654,2017,Football Championship Subdivision,,"$10,464,784 ",$0 ,"$385,767 ","$630,112 ","$1,105 ","$45,469 ","$1,435,891 ","$605,346 ","$2,241,468 ","$1,322,212 ","$3,797,412 ","$3,641,331 ","$274,747 ",$90 ,"$37,696 ","$1,756,853 ","$877,759 ","$315,320 ",$0 ,"$378,867 ","$378,867 ","$152,153,170 "
Alabama A & M University,100654,2018,Football Championship Subdivision,,"$10,881,818 ",$0 ,"$459,533 ","$647,461 ",$0 ,"$44,385 ","$1,401,655 ","$1,020,302 ","$2,188,024 ","$1,290,686 ","$3,829,772 ","$10,881,818 ","$280,342 ","$57,840 ","$38,241 ","$1,454,630 ","$1,114,947 ","$312,654 ","$7,249,633 ","$373,531 ","$7,623,164 ","$124,477,387 "
Alabama A & M University,100654,2019,Football Championship Subdivision,,"$13,685,062 ",$0 ,"$404,632 ","$246,634 ",$0 ,"$96,989 ","$1,683,901 ","$3,729,239 ","$2,329,509 ","$1,180,459 ","$4,013,699 ","$13,685,062 ","$375,591 ","$147,418 ","$471,379 ","$888,192 ","$208,379 ","$503,651 ","$10,749,090 ","$341,364 ","$11,090,453 ","$133,149,687 "
Alabama A & M University,100654,2020,Football Championship Subdivision,,"$14,821,437 ",$0 ,"$414,177 ",,,"$169,166 ","$1,973,987 ","$4,627,980 ","$2,141,129 ","$1,357,043 ","$4,137,956 ","$14,821,437 ","$166,369 ",,"$19,893 ","$817,691 ","$70,671 ","$346,022 ","$13,199,165 ","$201,626 ","$13,400,792 ","$124,812,688 "
Alabama A & M University,100654,2021,Football Championship Subdivision,,"$12,787,145 ",$0 ,"$305,089 ",$0 ,$0 ,"$65,595 ","$1,415,471 ","$3,808,143 ","$2,062,520 ","$1,177,565 ","$3,952,762 ","$12,948,150 ","$130,066 ",$0 ,"$5,000 ","$674,000 ","$60,500 ","$359,110 ","$11,531,752 ","$187,722 ","$11,719,474 ",
Alabama State University,100724,2005,Football Championship Subdivision,,"$7,801,291 ",$0 ,"$361,660 ","$216,452 ","$8,325 ","$198,355 ","$679,026 ","$1,190,770 ","$2,013,189 ","$781,225 ","$2,352,289 ","$8,067,737 ","$13,181 ","$13,875 ","$565,043 ","$162,339 ","$163,033 ","$1,437,777 ","$5,712,488 ",$0 ,"$5,712,488 ","$113,578,237 "
Alabama State University,100724,2006,Football Championship Subdivision,,"$6,929,673 ",$0 ,"$281,514 ","$252,578 ","$4,705 ","$125,849 ","$424,233 ","$1,242,521 ","$1,710,141 ","$705,812 ","$2,182,319 ","$7,612,537 ","$7,199 ","$68,283 ","$205,728 ","$201,623 ",$0 ,"$1,091,593 ","$6,038,110 ",$0 ,"$6,038,110 ","$119,731,163 "
Alabama State University,100724,2007,Football Championship Subdivision,,"$7,904,191 ",$0 ,"$318,187 ","$274,933 ",$0 ,"$243,158 ","$730,399 ","$1,245,097 ","$1,913,024 ","$896,816 ","$2,282,576 ","$7,904,191 ","$37,945 ","$32,672 ",$0 ,"$231,800 ",$0 ,"$1,313,064 ","$6,288,710 ",$0 ,"$6,288,710 ","$127,986,269 "
Alabama State University,100724,2008,Football Championship Subdivision,,"$9,054,328 ",$0 ,"$944,874 ","$233,196 ","$12,334 ","$202,986 ","$991,434 ","$1,118,913 ","$2,004,782 ","$981,286 ","$2,564,522 ","$9,054,328 ","$50,892 ","$15,371 ","$99,436 ","$526,751 ","$595,340 ","$1,020,774 ","$6,745,764 ",$0 ,"$6,745,764 ","$134,591,357 "
Alabama State University,100724,2009,Football Championship Subdivision,,"$10,680,290 ",$0 ,"$1,395,990 ","$264,714 ","$37,512 ","$186,031 ","$859,746 ","$673,518 ","$1,990,119 ","$1,729,396 ","$3,543,263 ","$10,680,290 ","$37,689 ","$318,287 ","$57,484 ","$493,238 ","$1,004,056 ","$869,022 ","$7,900,514 ",$0 ,"$7,900,514 ","$140,969,341 "
Alabama State University,100724,2010,Football Championship Subdivision,,"$11,242,228 ",$0 ,"$977,228 ","$211,944 ","$9,941 ","$168,013 ","$1,069,788 ","$631,848 ","$1,953,967 ","$1,877,114 ","$4,342,383 ","$11,242,228 ","$49,787 ","$277,060 ","$136,079 ","$417,963 ","$817,050 ","$945,351 ","$8,598,937 ",$0 ,"$8,598,937 ","$154,504,857 "
Alabama State University,100724,2011,Football Championship Subdivision,,"$12,786,113 ",$0 ,"$1,083,665 ","$278,267 ","$13,853 ","$196,874 ","$1,395,195 ","$826,468 ","$2,816,625 ","$1,524,820 ","$4,650,346 ","$12,786,113 ","$82,586 ","$124,078 ","$110,409 ","$823,209 ","$1,027,650 ","$878,808 ","$9,739,373 ",$0 ,"$9,739,373 ","$163,384,034 "
Alabama State University,100724,2012,Football Championship Subdivision,,"$13,830,161 ",$0 ,"$1,139,602 ","$480,300 ","$11,931 ","$184,019 ","$1,352,155 ","$975,190 ","$3,128,282 ","$1,907,809 ","$4,650,874 ","$13,830,161 ","$132,930 ","$141,626 ","$99,608 ","$548,297 ","$1,024,176 ","$840,075 ","$11,043,450 ",$0 ,"$11,043,450 ","$166,291,876 "
Alabama State University,100724,2013,Football Championship Subdivision,,"$16,453,553 ",$0 ,"$1,849,934 ","$362,223 ","$161,684 ","$237,408 ","$1,697,954 ","$1,027,787 ","$3,362,088 ","$1,604,666 ","$6,149,810 ","$16,453,553 ","$58,921 ","$27,200 ","$98,170 ","$298,171 ","$882,386 ","$927,427 ","$14,161,279 ",$0 ,"$14,161,279 ","$164,833,989 "
Alabama State University,100724,2014,Football Championship Subdivision,,"$16,104,982 ",$0 ,"$1,830,384 ","$444,768 ","$167,685 ","$327,345 ","$1,892,246 ","$1,262,424 ","$3,255,280 ","$1,805,765 ","$5,119,084 ","$16,104,982 ","$191,263 ","$211,466 ","$169,385 ","$719,077 ","$904,423 ","$1,604,431 ","$12,304,937 ",$0 ,"$12,304,937 ","$166,317,559 "
Alabama State University,100724,2015,Football Championship Subdivision,,"$16,688,681 ",$0 ,"$882,959 ","$451,377 ","$92,032 ","$354,719 ","$2,218,086 ","$1,539,172 ","$3,783,557 ","$1,881,698 ","$5,485,081 ","$16,688,681 ","$70,505 ","$168,344 ","$400,984 ","$279,677 ","$1,049,975 ","$1,154,286 ","$13,564,910 ",$0 ,"$13,564,910 ","$151,823,708 "
Alabama State University,100724,2016,Football Championship Subdivision,,"$17,054,052 ",$0 ,"$2,117,708 ","$624,381 ","$85,805 ","$306,681 ","$1,827,676 ","$1,098,721 ","$3,891,068 ","$1,507,476 ","$5,594,535 ","$17,223,264 ","$70,667 ","$175,832 ","$110,294 ","$184,932 ","$1,323,419 ","$1,188,655 ","$14,169,466 ",$0 ,"$14,169,466 ","$145,833,787 "
Alabama State University,100724,2017,Football Championship Subdivision,,"$15,890,957 ",$0 ,"$1,437,053 ","$165,476 ","$87,884 ","$199,182 ","$1,597,416 ","$660,876 ","$3,682,550 ","$1,858,931 ","$6,201,589 ","$15,890,957 ","$65,990 ","$208,821 ","$344,590 ","$1,136,682 ","$852,070 ","$1,715,332 ","$11,567,472 ",$0 ,"$11,567,472 ","$142,647,080 "
Alabama State University,100724,2018,Football Championship Subdivision,,"$14,922,246 ",$0 ,"$1,233,289 ","$211,324 ","$188,303 ","$217,607 ","$1,335,066 ","$911,856 ","$3,934,957 ","$1,420,391 ","$5,469,453 ","$14,623,362 ","$207,268 ","$268,071 ","$300,661 ","$848,175 ","$1,174,622 ","$1,457,103 ","$10,367,463 ",$0 ,"$10,367,463 ","$146,049,739 "
Alabama State University,100724,2019,Football Championship Subdivision,,"$14,249,017 ",$0 ,"$1,199,060 ","$38,313 ","$183,362 ","$113,924 ","$1,556,783 ","$1,031,034 ","$3,864,916 ","$1,395,109 ","$4,866,515 ","$14,234,268 ","$101,295 ","$225,228 ","$152,803 ","$990,186 ","$578,110 ","$1,292,002 ","$10,894,644 ",,"$10,894,644 ","$140,154,882 "
Alabama State University,100724,2020,Football Championship Subdivision,,"$13,029,398 ",$0 ,"$901,170 ","$498,023 ",,"$116,868 ","$1,099,502 ","$816,483 ","$3,683,992 ","$1,572,786 ","$4,340,573 ","$12,972,041 ","$11,591 ","$345,503 ","$226,541 ","$931,312 ","$769,262 ","$469,659 ","$10,218,172 ",,"$10,218,172 ","$138,914,372 "
Alabama State University,100724,2021,Football Championship Subdivision,,"$12,789,161 ",$0 ,"$930,675 ","$361,870 ","$65,000 ","$89,884 ","$902,168 ","$1,245,640 ","$3,217,448 ","$1,644,193 ","$4,332,283 ","$12,848,452 ","$61,372 ",$0 ,"$203,136 ","$3,000 ","$1,248,191 ","$400,421 ","$10,932,332 ",$0 ,"$10,932,332 ",
Alcorn State University,175342,2005,Football Championship Subdivision,,,,,,,,,,,,,,,,,,,,,,,"$74,308,525 "
Alcorn State University,175342,2006,Football Championship Subdivision,,"$5,523,616 ",$0 ,"$71,697 ","$134,491 ","$1,882 ","$50,946 ","$757,864 ","$1,288,665 ","$600,296 ","$140,987 ","$2,476,788 ","$6,119,843 ","$51,540 ","$5,625 ","$54,368 ","$236,228 ","$188,777 ","$358,506 ","$3,784,411 ","$1,440,387 ","$5,224,798 ","$73,814,608 "
Alcorn State University,175342,2007,Football Championship Subdivision,,"$5,329,398 ",$0 ,"$147,086 ","$3,444 ","$2,614 ","$58,813 ","$687,323 ","$1,447,425 ","$757,172 ","$144,485 ","$2,081,037 ","$5,909,078 ","$74,583 ",$0 ,"$32,672 ","$254,649 ","$446,723 ","$812,976 ","$2,682,492 ","$1,604,983 ","$4,287,475 ","$74,246,713 "
Alcorn State University,175342,2008,Football Championship Subdivision,,"$3,226,878 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$350,262 ",$0 ,"$2,876,616 ","$3,985,776 ","$153,044 ",$0 ,$0 ,"$379,313 ",$0 ,"$169,042 ","$1,636,121 ","$1,648,256 ","$3,284,378 ","$79,045,408 "
Alcorn State University,175342,2009,Football Championship Subdivision,,"$6,242,023 ",$0 ,"$268,506 ","$24,319 ",$0 ,"$60,395 ","$670,772 ","$876,352 ","$1,377,577 ","$410,713 ","$2,553,389 ","$6,242,834 ","$264,900 ",$0 ,"$31,576 ","$914,070 ","$560,283 ","$535,597 ","$2,260,334 ","$1,676,074 ","$3,936,408 ","$74,838,066 "
Alcorn State University,175342,2010,Football Championship Subdivision,,"$6,859,659 ",$0 ,"$40,205 ","$23,621 ",$0 ,"$94,818 ","$733,222 ","$1,051,614 ","$1,581,016 ","$654,683 ","$2,680,480 ","$7,063,579 ","$31,055 ",$0 ,"$37,280 ","$1,338,836 ","$700,730 ","$262,026 ","$2,969,632 ","$1,724,019 ","$4,693,651 ","$75,455,695 "
Alcorn State University,175342,2011,Football Championship Subdivision,,"$6,718,176 ",$0 ,"$115,056 ","$199,994 ",$0 ,"$57,527 ","$735,259 ","$852,813 ","$1,632,172 ","$620,659 ","$2,504,697 ","$7,222,693 ","$77,518 ",$0 ,"$36,139 ","$1,319,735 ","$434,315 ","$342,913 ","$3,004,079 ","$2,007,993 ","$5,012,072 ","$83,809,010 "
Alcorn State University,175342,2012,Football Championship Subdivision,,"$7,467,483 ",$0 ,"$201,244 ","$54,021 ",$0 ,"$70,872 ","$1,372,751 ","$853,526 ","$1,445,028 ","$365,941 ","$3,104,100 ","$7,508,327 ","$1,167,196 ",$0 ,$0 ,"$587,270 ","$216,339 ","$107,634 ","$3,166,197 ","$2,263,690 ","$5,429,887 ","$85,473,602 "
Alcorn State University,175342,2013,Football Championship Subdivision,,"$7,028,732 ",$0 ,"$19,788 ","$8,140 ","$58,159 ","$69,849 ","$695,707 ","$111,425 ","$1,678,831 ","$468,732 ","$3,918,101 ","$10,382,553 ","$71,748 ",$0 ,$0 ,"$1,467,346 ",$0 ,"$118,016 ","$6,494,434 ","$2,231,009 ","$8,725,443 ","$89,202,176 "
Alcorn State University,175342,2014,Football Championship Subdivision,,"$7,556,041 ",$0 ,"$168,487 ","$32,327 ",$0 ,"$60,095 ","$1,164,668 ","$631,126 ","$1,286,331 ","$466,318 ","$3,746,688 ","$7,256,953 ","$148,366 ",$0 ,$0 ,"$702,388 ","$76,689 ","$229,094 ","$4,688,460 ","$1,411,955 ","$6,100,415 ","$85,098,615 "
Alcorn State University,175342,2015,Football Championship Subdivision,,"$8,424,260 ",$0 ,"$21,666 ","$30,999 ","$48,017 ","$76,045 ","$1,602,061 ","$890,877 ","$1,380,685 ","$372,540 ","$4,001,371 ","$8,299,390 ","$252,808 ",$0 ,$0 ,"$870,586 ","$76,598 ","$945,344 ","$4,911,555 ","$1,242,498 ","$6,154,053 ","$81,424,968 "
Alcorn State University,175342,2016,Football Championship Subdivision,,"$7,622,530 ",$0 ,"$119,037 ","$38,408 ","$36,693 ","$115,815 ","$1,190,733 ","$997,135 ","$1,479,932 ","$553,214 ","$3,091,564 ","$6,143,936 ","$142,197 ",$0 ,$0 ,"$799,270 ","$926,909 ","$645,133 ","$2,471,291 ","$1,159,136 ","$3,630,427 ","$71,876,333 "
Alcorn State University,175342,2017,Football Championship Subdivision,,"$6,943,076 ",$0 ,"$73,143 ","$35,642 ","$3,123 ","$113,975 ","$1,144,691 ","$790,800 ","$1,329,099 ","$355,958 ","$3,096,644 ","$6,988,035 ","$267,202 ",$0 ,$0 ,"$1,418,637 ","$229,720 ","$800,856 ","$3,000,115 ","$1,271,505 ","$4,271,620 ","$77,873,582 "
Alcorn State University,175342,2018,Football Championship Subdivision,,"$7,321,086 ",$0 ,"$76,544 ","$31,834 ","$77,318 ","$88,705 ","$1,104,455 ","$732,262 ","$1,576,936 ","$386,319 ","$3,246,715 ","$6,194,825 ","$235,144 ",$0 ,"$764,052 ","$753,861 ",$0 ,"$740,790 ","$2,314,977 ","$1,386,001 ","$3,700,978 ","$71,856,688 "
Alcorn State University,175342,2019,Football Championship Subdivision,,"$6,534,617 ",$0 ,"$85,519 ","$20,138 ","$64,654 ","$82,725 ","$1,438,198 ","$1,001,418 ","$1,647,573 ","$403,290 ","$1,791,103 ","$7,385,617 ","$590,992 ",,,"$1,880,801 ",,"$1,254,724 ","$2,273,771 ","$1,385,329 ","$3,659,101 ","$69,182,735 "
Alcorn State University,175342,2020,Football Championship Subdivision,,"$7,471,971 ",$0 ,"$16,238 ","$19,004 ","$128,778 ","$81,136 ","$1,112,015 ","$1,115,808 ","$1,938,415 ","$398,376 ","$2,662,202 ","$6,062,860 ","$190,333 ",,,"$1,482,701 ",,"$826,762 ","$2,242,107 ","$1,320,957 ","$3,563,064 ","$70,286,579 "
Alcorn State University,175342,2021,Football Championship Subdivision,,"$6,000,034 ",$0 ,"$8,284 ","$18,973 ","$2,000 ","$11,673 ","$390,403 ","$830,751 ","$2,024,910 ","$418,500 ","$2,294,540 ","$3,864,656 ","$3,000 ",$0 ,$0 ,"$448,400 ","$151,271 ","$1,614 ","$2,141,500 ","$1,118,871 ","$3,260,371 ",
Appalachian State University,197869,2005,Football Championship Subdivision,,"$11,116,671 ",$0 ,"$961,765 ","$259,260 ","$80,129 ","$367,394 ","$1,026,256 ","$1,087,761 ","$2,585,754 ","$1,635,122 ","$3,113,230 ","$10,592,605 ","$566,988 ","$485,085 ","$1,173,318 ","$482,300 ","$506,416 ","$635,870 ","$691,960 ","$6,050,667 ","$6,742,628 ","$228,144,467 "
Appalachian State University,197869,2006,Football Championship Subdivision,,"$12,154,286 ",$0 ,"$736,273 ","$274,709 ","$49,062 ","$319,453 ","$1,078,634 ","$1,793,690 ","$2,866,521 ","$1,806,521 ","$3,229,424 ","$12,245,317 ","$660,404 ","$722,465 ","$1,375,680 ","$1,297,677 ","$592,673 ","$874,671 ","$593,029 ","$6,128,717 ","$6,721,746 ","$242,798,289 "
Appalachian State University,197869,2007,Football Championship Subdivision,,"$13,739,365 ",$0 ,"$1,771,963 ","$316,736 ","$50,968 ","$308,790 ","$1,300,020 ","$1,642,702 ","$2,993,011 ","$2,156,965 ","$3,198,210 ","$13,703,378 ","$692,190 ","$836,207 ","$1,266,752 ","$494,978 ","$812,093 ","$1,301,075 ","$1,048,532 ","$7,251,550 ","$8,300,083 ","$253,409,854 "
Appalachian State University,197869,2008,Football Championship Subdivision,,"$17,226,076 ",$0 ,"$2,164,990 ","$542,073 ","$309,840 ","$491,059 ","$1,570,810 ","$2,393,489 ","$3,732,262 ","$2,525,469 ","$3,496,084 ","$16,623,303 ","$1,057,258 ","$1,086,470 ","$1,429,736 ","$708,566 ","$942,898 ","$1,582,277 ","$1,965,504 ","$7,850,594 ","$9,816,098 ","$282,806,434 "
Appalachian State University,197869,2009,Football Championship Subdivision,,"$19,937,615 ",$0 ,"$4,210,361 ","$489,104 ","$196,436 ","$373,695 ","$1,914,308 ","$2,073,836 ","$4,175,197 ","$2,725,512 ","$3,779,165 ","$19,244,448 ","$926,683 ","$899,108 ","$957,339 ","$1,148,891 ","$910,128 ","$3,113,757 ","$1,880,591 ","$9,407,950 ","$11,288,541 ","$283,844,890 "
Appalachian State University,197869,2010,Football Championship Subdivision,,"$20,112,923 ",$0 ,"$3,800,318 ","$364,690 ","$266,000 ","$381,429 ","$1,493,875 ","$2,056,006 ","$4,012,586 ","$3,132,975 ","$4,605,044 ","$19,715,760 ","$700,321 ","$895,355 ","$2,066,572 ","$666,899 ","$1,141,410 ","$3,390,408 ","$801,939 ","$10,052,854 ","$10,854,793 ","$283,540,233 "
Appalachian State University,197869,2011,Football Championship Subdivision,,"$18,616,662 ",$0 ,"$1,817,452 ","$356,438 ","$247,002 ","$397,088 ","$2,056,236 ","$2,275,650 ","$4,006,561 ","$3,032,150 ","$4,428,085 ","$21,380,623 ","$1,711,147 ","$558,723 ","$3,475,999 ","$965,954 ","$1,143,910 ","$2,819,585 ","$559,679 ","$10,145,627 ","$10,705,306 ","$296,778,659 "
Appalachian State University,197869,2012,Football Championship Subdivision,,"$20,345,214 ",$0 ,"$2,032,067 ","$390,710 ","$249,930 ","$432,574 ","$2,307,267 ","$2,773,592 ","$3,952,246 ","$3,528,621 ","$4,678,207 ","$22,004,629 ","$1,524,510 ","$876,917 ","$2,615,574 ","$882,152 ","$1,212,113 ","$2,802,829 ","$699,363 ","$11,391,170 ","$12,090,533 ","$272,934,339 "
Appalachian State University,197869,2013,Football Championship Subdivision,,"$24,886,928 ",$0 ,"$1,997,516 ","$419,641 ","$268,847 ","$588,148 ","$2,286,307 ","$5,820,690 ","$4,850,590 ","$3,742,252 ","$4,912,936 ","$23,002,644 ","$787,017 ","$1,125,802 ","$4,225,987 ","$819,268 ","$1,288,323 ","$2,715,588 ","$570,409 ","$11,470,250 ","$12,040,659 ","$273,425,533 "
Appalachian State University,197869,2014,Football Championship Subdivision,,"$22,114,141 ",$0 ,"$2,218,378 ","$467,663 ","$486,633 ","$577,169 ","$2,300,943 ","$2,358,092 ","$4,590,523 ","$3,707,533 ","$5,407,208 ","$22,222,274 ","$740,381 ","$1,151,962 ","$4,029,795 ","$924,006 ","$1,371,149 ","$2,233,852 ","$1,171,061 ","$10,600,068 ","$11,771,129 ","$284,892,693 "
Appalachian State University,197869,2015,Football Bowl Subdivision,Sun Belt Conference,"$35,039,272 ",$0 ,"$4,382,364 ","$142,472 ","$417,669 ","$427,303 ","$4,053,367 ","$10,801,766 ","$5,038,406 ","$3,941,081 ","$5,834,846 ","$33,948,866 ","$645,340 ","$1,170,190 ","$4,335,575 ","$1,666,500 ","$2,059,630 ","$1,834,163 ","$9,657,270 ","$12,580,198 ","$22,237,468 ","$282,421,391 "
Appalachian State University,197869,2016,Football Bowl Subdivision,Sun Belt Conference,"$35,590,035 ",$0 ,"$2,397,778 ","$146,729 ","$243,056 ","$560,804 ","$4,455,034 ","$11,725,879 ","$5,383,287 ","$4,550,661 ","$6,126,807 ","$35,803,275 ","$1,060,706 ","$1,153,760 ","$4,359,393 ","$1,342,052 ","$3,190,456 ","$1,776,474 ","$10,237,933 ","$12,682,501 ","$22,920,434 ","$287,246,898 "
Appalachian State University,197869,2017,Football Bowl Subdivision,Sun Belt Conference,"$38,763,596 ",$0 ,"$1,876,442 ","$515,436 ","$24,647 ","$651,740 ","$4,874,603 ","$12,592,169 ","$6,545,471 ","$4,754,857 ","$6,928,230 ","$38,755,918 ","$991,297 ","$1,252,910 ","$3,226,189 ","$2,093,466 ","$4,942,379 ","$2,750,399 ","$10,445,194 ","$13,054,085 ","$23,499,279 ","$306,346,818 "
Appalachian State University,197869,2018,Football Bowl Subdivision,Sun Belt Conference,"$39,769,221 ",$0 ,"$2,069,188 ","$361,310 ","$512,812 ","$543,076 ","$4,210,489 ","$13,506,897 ","$6,710,031 ","$4,803,622 ","$7,051,796 ","$39,862,980 ","$913,856 ","$1,380,618 ","$4,966,874 ","$1,776,472 ","$3,080,070 ","$3,397,136 ","$10,839,593 ","$13,508,360 ","$24,347,953 ","$292,013,345 "
Appalachian State University,197869,2019,Football Bowl Subdivision,Sun Belt Conference,"$40,035,885 ",$0 ,"$2,028,616 ","$435,466 ","$602,047 ","$513,123 ","$4,329,378 ","$13,269,305 ","$6,371,855 ","$5,122,829 ","$7,363,266 ","$40,272,310 ","$778,688 ","$2,873,988 ","$4,304,970 ","$1,666,832 ","$3,878,968 ","$3,422,642 ","$9,886,233 ","$13,459,989 ","$23,346,222 ","$302,682,676 "
Appalachian State University,197869,2020,Football Bowl Subdivision,Sun Belt Conference,"$36,643,517 ",$0 ,"$2,070,546 ","$463,795 ","$275,701 ","$393,870 ","$4,133,686 ","$10,243,869 ","$6,093,975 ","$5,576,827 ","$7,391,250 ","$36,588,196 ","$1,489,554 ","$1,790,277 ","$4,090,272 ","$1,819,467 ","$2,428,120 ","$4,202,314 ","$6,870,983 ","$13,897,208 ","$20,768,191 ","$300,667,702 "
Appalachian State University,197869,2021,Football Bowl Subdivision,Sun Belt Conference,"$33,425,114 ",$0 ,"$1,458,729 ","$281,057 ","$218,874 ","$132,144 ","$2,484,012 ","$10,607,539 ","$6,186,297 ","$4,828,172 ","$7,228,290 ","$33,202,111 ","$240,836 ","$1,644,137 ","$8,275,129 ","$183,000 ","$2,951,261 ","$926,625 ","$5,385,166 ","$13,595,957 ","$18,981,123 ",
Arizona State University,104151,2005,Football Bowl Subdivision,Pacific-12 Conference,"$55,152,335 ",$0 ,"$8,380,685 ","$1,434,222 ","$2,754,018 ","$1,020,607 ","$5,886,721 ","$7,516,898 ","$9,916,330 ","$8,376,766 ","$9,866,088 ","$57,351,695 ","$3,202,417 ","$4,721,745 ","$11,905,954 ","$2,033,223 ","$11,380,401 ","$9,961,576 ","$14,146,378 ",$0 ,"$14,146,378 ","$1,087,626,751 "
